id,color1,color2,displacement1,displacement2,mile1,mile2,year1,year2,licensed_city1,licensed_city2,title1,title2,fuel_type1,fuel_type2,register_time1,register_time2,owner_price1,owner_price2,is_import1,is_import2,transfer_times1,transfer_times2,displacement_standard1,displacement_standard2,gearbox1,gearbox2,is_same,displacement_diff,displacement_diff_sparse,mile_diff,mile_diff_rate,mile_diff_rate_sparse,mile_diff_sparse,year_diff,year_diff_sparse,licensed_city_diff_sparse,title_diff,title_diff_sparse,register_time_diff,register_time_diff_sparse,owner_price_diff,is_import_diff_sparse,transfer_times_diff,transfer_times_diff_sparse
729,白色,其他色,1.6,2.0,8.35,11.08,2012.0,,北京,北京,福特-福克斯 2012款 三厢 1.6L 手动风尚型,福特 福克斯 2009款 两厢 2.0L 自动运动型,,,2012-09-01,2009-04-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,-0.3999999999999999,0.0,-2.7300000000000004,-0.1405043746783325,0.0,0.0,,0.5,2.0,8.0,0.0,41.0,0.0,,2.0,0.0,2
730,其他色,白色,1.8,1.6,5.66,5.8,2007.0,,北京,天津,福特-福克斯 2007款 三厢 1.8L 手动舒适型,福特 福克斯 2012款 两厢 1.6L 自动舒适型,,,2008-12-01,2012-12-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.19999999999999996,0.0,-0.13999999999999968,-0.012216404886561926,1.0,1.0,,0.5,0.0,5.0,0.0,-48.0,0.0,,2.0,1.0,1
731,白色,其他色,1.6,1.8,3.42,8.43,2012.0,,北京,北京,福特-福克斯 2012款 三厢 1.6L 手动风尚型,福特 福克斯 2009款 两厢 1.8L 自动时尚型,,,2015-03-01,2009-09-01,,,0.0,0.0,0.0,2.0,-1,-1,-1,AT,0,-0.19999999999999996,0.0,-5.01,-0.42278481012658226,0.0,0.0,,0.5,2.0,6.0,0.0,66.0,0.0,,2.0,-2.0,0
732,白色,其他色,1.6,1.6,3.42,3.85,2012.0,,北京,北京,福特-福克斯 2012款 三厢 1.6L 手动风尚型,福特 福克斯 2012款 三厢 1.6L 自动舒适型,,,2015-03-01,2013-08-01,,,0.0,0.0,0.0,3.0,-1,-1,-1,AT,0,0.0,2.0,-0.43000000000000016,-0.05914718019257224,1.0,1.0,,0.5,2.0,3.0,1.0,19.0,0.0,,2.0,-3.0,0
733,白色,白色,1.6,1.8,3.42,9.0,2012.0,,北京,潍坊,福特-福克斯 2012款 三厢 1.6L 手动风尚型,福特 福克斯 2009款 两厢 1.8L 自动时尚型,,,2015-03-01,2010-08-01,,,0.0,0.0,0.0,2.0,-1,-1,-1,AT,0,-0.19999999999999996,0.0,-5.58,-0.4492753623188406,0.0,0.0,,0.5,0.0,6.0,0.0,55.0,0.0,,2.0,-2.0,0
734,白色,白色,1.6,1.6,3.42,6.8,2012.0,,北京,北京,福特-福克斯 2012款 三厢 1.6L 手动风尚型,福特 福克斯 2012款 两厢 1.6L 手动舒适型,,,2015-03-01,2012-11-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-3.38,-0.3307240704500979,0.0,0.0,,0.5,2.0,3.0,1.0,28.0,0.0,,2.0,0.0,2
735,白色,其他色,1.6,2.0,3.42,6.09,2012.0,,北京,北京,福特-福克斯 2012款 三厢 1.6L 手动风尚型,福特 福克斯 2012款 两厢 2.0L 自动豪华运动型,,,2015-03-01,2012-11-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,-0.3999999999999999,0.0,-2.67,-0.2807570977917981,0.0,0.0,,0.5,2.0,8.0,0.0,28.0,0.0,,2.0,0.0,2
736,白色,其他色,1.6,1.6,3.42,5.69,2012.0,,北京,北京,福特-福克斯 2012款 三厢 1.6L 手动风尚型,福特 福克斯 2012款 三厢 1.6L 自动舒适型,,,2015-03-01,2013-01-01,,,0.0,0.0,0.0,1.0,-1,-1,-1,AT,0,0.0,2.0,-2.2700000000000005,-0.2491767288693744,0.0,0.0,,0.5,2.0,3.0,1.0,26.0,0.0,,2.0,-1.0,1
737,白色,其他色,1.6,1.6,4.15,3.7,2012.0,,北京,北京,福特-福克斯 2012款 三厢 1.6L 手动风尚型,福特 福克斯 2012款 三厢 1.6L 自动舒适型,,,2013-07-01,2013-12-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,0.4500000000000002,0.05732484076433123,1.0,1.0,,0.5,2.0,3.0,1.0,-5.0,0.0,,2.0,0.0,2
738,白色,其他色,1.6,1.8,4.15,5.56,2012.0,,北京,北京,福特-福克斯 2012款 三厢 1.6L 手动风尚型,福特 福克斯 2012款 两厢经典 1.8L 自动时尚型,,,2013-07-01,2012-05-01,,,0.0,0.0,0.0,1.0,-1,-1,-1,AT,0,-0.19999999999999996,0.0,-1.4099999999999993,-0.14521112255406787,0.0,1.0,,0.5,2.0,6.0,0.0,14.0,0.0,,2.0,-1.0,1
739,白色,白色,1.6,1.8,4.15,3.95,2012.0,,北京,北京,福特-福克斯 2012款 三厢 1.6L 手动风尚型,福特 福克斯 2012款 两厢经典 1.8L 手动基本型,,,2013-07-01,2012-12-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.19999999999999996,0.0,0.20000000000000018,0.024691358024691374,1.0,1.0,,0.5,2.0,6.0,0.0,7.0,0.0,,2.0,0.0,2
740,白色,其他色,1.8,1.8,13.29,13.31,2009.0,,北京,大同,福特-福克斯 2009款 两厢 1.8L 手动舒适型,福特 福克斯 2009款 两厢 1.8L 自动时尚型,,,2010-01-01,2010-05-01,,,0.0,0.0,2.0,2.0,-1,-1,-1,AT,0,0.0,2.0,-0.02000000000000135,-0.000751879699248171,1.0,1.0,,0.5,0.0,3.0,1.0,-4.0,0.0,,2.0,0.0,2
741,灰色,其他色,1.6,1.8,6.28,6.47,2012.0,,北京,聊城,福特-福克斯 2012款 两厢 1.6L 自动风尚型,福特 福克斯 2009款 两厢 1.8L 自动时尚型,,,2012-06-01,2010-07-01,,,0.0,0.0,0.0,2.0,-1,-1,-1,AT,0,-0.19999999999999996,0.0,-0.1899999999999995,-0.014901960784313686,1.0,1.0,,0.5,0.0,4.0,1.0,23.0,0.0,,2.0,-2.0,0
742,白色,白色,1.6,1.5,3.32,0.54,2015.0,,北京,大同,福特-福克斯 2015款 三厢 1.6L 自动风尚型,福特 福克斯 2017款 三厢 EcoBoost 180 自动旗舰型,,,2016-01-01,2017-12-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.10000000000000009,0.0,2.78,0.7202072538860104,0.0,0.0,,0.5,0.0,14.0,0.0,-23.0,0.0,,2.0,0.0,2
743,其他色,其他色,1.8,1.8,12.74,12.1,2005.0,,北京,北京,福特-福克斯 2005款 三厢 1.8L 手动经典型,福特 福克斯 2009款 两厢 1.8L 手动舒适型,,,2006-06-01,2009-06-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,0.6400000000000006,0.025764895330112746,1.0,1.0,,0.5,2.0,4.0,1.0,-36.0,0.0,,2.0,0.0,2
744,其他色,其他色,1.6,1.8,1.88,6.17,2012.0,,北京,北京,福特-福克斯 2012款 两厢 1.6L 自动风尚型,福特 福克斯 2007款 三厢 1.8L 手动舒适型,,,2014-12-01,2007-10-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.19999999999999996,0.0,-4.29,-0.5329192546583851,0.0,0.0,,0.5,2.0,7.0,0.0,86.0,0.0,,2.0,0.0,2
745,灰色,白色,1.8,1.6,12.64,6.5,2005.0,,北京,廊坊,福特-福克斯 2005款 三厢 1.8L 手动经典型,福特 福克斯 2012款 三厢 1.6L 自动风尚型,,,2007-06-01,2013-11-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.19999999999999996,0.0,6.140000000000001,0.3207941483803553,0.0,0.0,,0.5,0.0,6.0,0.0,-77.0,0.0,,2.0,0.0,2
746,黑色,白色,1.8,1.6,13.47,5.85,2005.0,,北京,北京,福特-福克斯 2005款 三厢 1.8L 手动经典型,福特 福克斯 2012款 两厢 1.6L 自动风尚型,,,2006-01-01,2013-07-01,,,0.0,0.0,2.0,0.0,-1,-1,-1,AT,0,0.19999999999999996,0.0,7.620000000000001,0.3944099378881988,0.0,0.0,,0.5,2.0,7.0,0.0,-90.0,0.0,,2.0,2.0,0
747,黑色,其他色,1.8,1.8,13.47,11.2,2005.0,,北京,北京,福特-福克斯 2005款 三厢 1.8L 手动经典型,福特 福克斯 2007款 两厢 1.8L 自动时尚型,,,2006-01-01,2008-09-01,,,0.0,0.0,2.0,0.0,-1,-1,-1,AT,0,0.0,2.0,2.2700000000000014,0.09201459262261862,1.0,0.0,,0.5,2.0,5.0,0.0,-32.0,0.0,,2.0,2.0,0
748,灰色,白色,1.8,1.6,3.31,3.32,2012.0,,北京,北京,福特-福克斯 2012款 三厢经典 1.8L 自动时尚型,福特 福克斯 2012款 两厢 1.6L 自动舒适型,,,2013-01-01,2013-06-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.19999999999999996,0.0,-0.009999999999999787,-0.0015082956259426527,1.0,1.0,,0.5,2.0,6.0,0.0,-5.0,0.0,,2.0,0.0,2
749,白色,其他色,1.6,1.8,2.18,13.5,2015.0,,石家庄,北京,福特-福克斯 2015款 三厢 1.6L 手动风尚型,福特 福克斯 2007款 三厢 1.8L 手动舒适型,,,2016-08-01,2008-06-01,,,0.0,0.0,0.0,1.0,-1,-1,-1,MT,0,-0.19999999999999996,0.0,-11.32,-0.7219387755102041,0.0,0.0,,0.5,0.0,5.0,0.0,98.0,0.0,,2.0,-1.0,1
750,白色,其他色,1.6,1.8,2.18,12.43,2015.0,,石家庄,北京,福特-福克斯 2015款 三厢 1.6L 手动风尚型,福特 福克斯 2009款 三厢 1.8L 手动舒适型,,,2016-08-01,2009-06-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.19999999999999996,0.0,-10.25,-0.7015742642026009,0.0,0.0,,0.5,0.0,5.0,0.0,86.0,0.0,,2.0,0.0,2
751,白色,其他色,1.6,1.8,5.74,6.47,2012.0,,北京,聊城,福特-福克斯 2012款 两厢 1.6L 自动舒适型,福特 福克斯 2009款 两厢 1.8L 自动时尚型,,,2013-04-01,2010-07-01,,,0.0,0.0,0.0,2.0,-1,-1,-1,AT,0,-0.19999999999999996,0.0,-0.7299999999999995,-0.05978705978705975,1.0,1.0,,0.5,0.0,5.0,0.0,33.0,0.0,,2.0,-2.0,0
752,黑色,白色,1.6,1.6,3.33,2.8,2015.0,,东莞,汕尾,大众-朗逸 2015款 1.6L 自动舒适版,大众 朗逸 2015款 1.6L 自动风尚版,,,2016-12-01,2016-12-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,0.5300000000000002,0.08646003262642744,1.0,1.0,,0.5,0.0,2.0,1.0,0.0,2.0,,2.0,0.0,2
753,棕色,白色,1.5,1.4,8.21,8.76,2014.0,,成都,成都,五菱汽车-五菱宏光 2014款 1.5L S豪华型,五菱汽车 五菱宏光 2010款 1.4L 豪华型,,,2014-08-01,2013-09-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.10000000000000009,0.0,-0.5499999999999989,-0.032410135533293985,1.0,1.0,,0.5,2.0,3.0,1.0,11.0,0.0,,2.0,0.0,2
754,其他色,其他色,1.5,1.5,4.94,4.94,2010.0,,泸州,泸州,吉利汽车-金鹰 2010款 Cross 1.5L 手动尊贵型,吉利汽车 金鹰 2010款 1.5L 手动标准型,,,2014-03-01,2014-03-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,1,0.0,2.0,0.0,0.0,2.0,2.0,,0.5,2.0,7.0,0.0,0.0,2.0,,2.0,0.0,2
755,其他色,其他色,1.3,1.3,9.72,9.72,2008.0,,石家庄,石家庄,本田-飞度 2008款 1.3L 手动舒适版,本田 飞度 2008款 1.3L 手动舒适版,,,2010-09-01,2010-09-01,,,0.0,0.0,2.0,2.0,-1,-1,-1,MT,1,0.0,2.0,0.0,0.0,2.0,2.0,,0.5,2.0,0.0,2.0,0.0,2.0,,2.0,0.0,2
756,白色,白色,2.4,2.0,7.72,9.18,2012.0,,北京,廊坊,现代-ix35 2012款 2.4L 自动两驱尊贵版GLS,现代 北京现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,,,2012-08-01,2012-10-01,,,0.0,0.0,1.0,1.0,-1,-1,-1,AT,0,0.3999999999999999,0.0,-1.46,-0.0863905325443787,1.0,1.0,,0.5,0.0,12.0,0.0,-2.0,1.0,,2.0,0.0,2
757,黑色,白色,2.0,2.4,8.61,8.87,2010.0,,北京,北京,现代-ix35 2010款 2.0L 自动两驱精英版GLS,现代 北京现代ix35 2012款 2.4L 自动四驱领航版GLS,,,2011-11-01,2012-08-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,-0.3999999999999999,0.0,-0.2599999999999998,-0.014874141876430196,1.0,1.0,,0.5,2.0,9.0,0.0,-9.0,0.0,,2.0,1.0,1
758,灰色,白色,1.8,1.8,10.46,10.2,2011.0,,东莞,东莞,福特-福克斯 2011款 三厢 1.8L 自动时尚型,福特 福克斯 2011款 两厢 1.8L 手动舒适型,,,2011-10-01,2012-05-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,0.0,2.0,0.26000000000000156,0.01258470474346571,1.0,1.0,,0.5,2.0,4.0,1.0,-7.0,0.0,,2.0,1.0,1
759,灰色,白色,1.6,1.6,8.71,8.9,2012.0,,长沙,长沙,雪铁龙-世嘉 2012款 三厢 1.6L 自动品尚型,雪铁龙 世嘉 2016款 经典 三厢 1.6L 手动CNG,,,2012-08-01,2016-06-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-0.1899999999999995,-0.01078932424758657,1.0,1.0,,0.5,2.0,7.0,0.0,-46.0,0.0,,2.0,0.0,2
760,其他色,其他色,1.6,1.6,7.74,8.53,2012.0,,长沙,长沙,雪铁龙-世嘉 2012款 两厢 1.6L 自动乐享型,雪铁龙 世嘉 2011款 三厢 1.6L 手动时尚型,,,2012-11-01,2010-10-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-0.7899999999999991,-0.048555623847572164,1.0,1.0,,0.5,2.0,5.0,0.0,25.0,0.0,,2.0,0.0,2
761,黑色,白色,1.8,1.6,4.02,7.58,2011.0,,徐州,徐州,雪佛兰-科鲁兹 2011款 1.8L SE AT,雪佛兰 科鲁兹 2009款 1.6L SE MT,,,2011-08-01,2009-10-01,,,0.0,0.0,0.0,3.0,-1,-1,-1,MT,0,0.19999999999999996,0.0,-3.5600000000000005,-0.306896551724138,0.0,0.0,,0.5,2.0,4.0,1.0,22.0,0.0,,2.0,-3.0,0
762,黑色,其他色,1.6,1.6,8.8,7.2,2005.0,,上海,无锡,现代-伊兰特 2005款 1.6L 手动豪华型,现代 伊兰特 2011款 1.6L 自动舒适型,,,2006-08-01,2011-06-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,1.6000000000000005,0.10000000000000003,0.0,1.0,,0.5,0.0,5.0,0.0,-58.0,0.0,,2.0,1.0,1
763,其他色,白色,1.6,1.8,20.03,12.8,2005.0,,淮安,上海,现代-伊兰特 2005款 1.6L 手动豪华型,现代 伊兰特 2005款 1.8L 手动豪华型,,,2005-06-01,2005-07-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,-0.19999999999999996,0.0,7.23,0.22022540359427356,0.0,0.0,,0.5,0.0,1.0,1.0,-1.0,1.0,,2.0,1.0,1
764,其他色,其他色,1.5,1.5,6.24,6.37,2011.0,,成都,成都,福特-嘉年华 2011款 两厢 1.5L 自动时尚型,福特 嘉年华 2013款 两厢 1.5L 自动时尚型,,,2011-09-01,2013-10-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-0.1299999999999999,-0.010309278350515457,1.0,1.0,,0.5,2.0,1.0,1.0,-25.0,0.0,,2.0,0.0,2
765,其他色,其他色,1.5,1.5,5.8,6.02,2013.0,,资阳,成都,福特-嘉年华 2013款 三厢 1.5L 手动风尚型,福特 嘉年华 2013款 三厢 1.5L 手动风尚型,,,2013-11-01,2013-10-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-0.21999999999999975,-0.018612521150592195,1.0,1.0,,0.5,0.0,0.0,2.0,1.0,1.0,,2.0,1.0,1
766,其他色,紫色,1.5,1.5,5.8,6.53,2013.0,,资阳,成都,福特-嘉年华 2013款 三厢 1.5L 手动风尚型,福特 嘉年华 2013款 两厢 1.5L 自动时尚型,,,2013-11-01,2013-07-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-0.7300000000000004,-0.05920519059205194,1.0,1.0,,0.5,0.0,3.0,1.0,4.0,0.0,,2.0,1.0,1
767,黑色,黑色,2.4,2.0,15.99,6.58,2012.0,,东莞,东莞,别克-君越 2012款 2.4L SIDI豪华版,别克 君越 2014款 2.0T SIDI 智享旗舰型,,,2012-10-01,2015-11-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.3999999999999999,0.0,9.41,0.4169251218431546,0.0,0.0,,0.5,2.0,8.0,0.0,-37.0,0.0,,2.0,1.0,1
768,金色,白色,1.6,1.5,2.84,4.66,2015.0,,西安,西安,东风-菱智 2015款 M3 1.6L 7座豪华型,东风风行 菱智 2015款 V3 1.5L 7座标准型,,,2015-08-01,2014-11-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,0.10000000000000009,0.0,-1.8200000000000003,-0.2426666666666667,0.0,1.0,,0.5,2.0,6.0,0.0,9.0,0.0,,2.0,1.0,1
769,其他色,其他色,1.2,1.4,5.93,8.28,2013.0,,北京,北京,雪佛兰-赛欧 2013款 三厢 1.2L 手动温馨版,雪佛兰 赛欧 2013款 三厢 1.4L 手动优逸版,,,2013-10-01,2013-02-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,-0.19999999999999996,0.0,-2.3499999999999996,-0.1653764954257565,0.0,0.0,,0.5,2.0,3.0,1.0,8.0,0.0,,2.0,1.0,1
770,白色,白色,1.4,1.4,6.35,6.36,2012.0,,吉林,吉林,大众-高尔夫 2012款 1.4TSI 自动舒适型,大众 高尔夫 2012款 1.4TSI 自动舒适型,,,2013-03-01,2013-03-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,1,0.0,2.0,-0.010000000000000675,-0.0007867820613690538,1.0,1.0,,0.5,2.0,0.0,2.0,0.0,2.0,,2.0,0.0,2
771,黑色,其他色,1.4,1.4,1.92,1.53,2014.0,,长春,长春,大众-高尔夫 2014款 1.4TSI 自动豪华型,大众 高尔夫 2014款 1.4TSI 手动舒适型,,,2014-07-01,2017-07-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,0.3899999999999999,0.11304347826086954,0.0,1.0,,0.5,2.0,3.0,1.0,-36.0,0.0,,2.0,0.0,2
772,其他色,白色,1.8,1.4,14.89,2.76,2005.0,,铁岭,长春,大众-高尔夫 2005款 1.8 自动舒适型,大众 高尔夫 2015款 1.4TSI 自动舒适型,,,2005-03-01,2016-01-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.40000000000000013,0.0,12.13,0.6872521246458925,0.0,0.0,,0.5,0.0,5.0,0.0,-130.0,0.0,,2.0,1.0,1
773,白色,其他色,1.4,1.6,6.67,9.5,2012.0,,长春,长春,大众-高尔夫 2012款 1.4TSI 自动豪华型,大众 高尔夫 2010款 1.6 手动时尚型,,,2013-02-01,2010-06-01,,,0.0,0.0,1.0,1.0,-1,-1,-1,MT,0,-0.20000000000000018,0.0,-2.83,-0.17501546072974644,0.0,0.0,,0.5,2.0,8.0,0.0,32.0,0.0,,2.0,0.0,2
774,白色,白色,1.4,1.6,6.67,3.77,2012.0,,长春,长春,大众-高尔夫 2012款 1.4TSI 自动豪华型,大众 高尔夫 2014款 1.6L 自动舒适型,,,2013-02-01,2014-12-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,-0.20000000000000018,0.0,2.9,0.2777777777777778,0.0,0.0,,0.5,2.0,7.0,0.0,-22.0,0.0,,2.0,1.0,1
775,白色,白色,1.4,1.4,5.39,6.67,2015.0,,长春,长春,大众-高尔夫 2015款 1.4TSI 自动舒适型,大众 高尔夫 2012款 1.4TSI 自动豪华型,,,2014-11-01,2013-02-01,,,0.0,0.0,0.0,1.0,-1,-1,-1,AT,0,0.0,2.0,-1.2800000000000002,-0.10613598673300169,0.0,1.0,,0.5,2.0,3.0,1.0,21.0,0.0,,2.0,-1.0,1
776,白色,其他色,1.4,1.6,0.34,6.48,2015.0,,长春,长春,大众-高尔夫 2015款 1.4TSI 自动舒适型,大众 高尔夫 2016款 1.6L 手动时尚型,,,2016-03-01,2016-03-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,-0.20000000000000018,0.0,-6.140000000000001,-0.9002932551319649,0.0,0.0,,0.5,2.0,8.0,0.0,0.0,2.0,,2.0,1.0,1
777,白色,白色,1.6,1.6,1.73,1.53,2016.0,,长春,长春,大众-高尔夫 2016款 1.6L 自动舒适型,大众 高尔夫 2015款 1.6L 自动舒适型,,,2017-03-01,2015-03-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,0.19999999999999996,0.061349693251533735,1.0,1.0,,0.5,2.0,1.0,1.0,24.0,0.0,,2.0,1.0,1
778,其他色,其他色,1.4,1.6,8.01,9.5,2012.0,,长春,长春,大众-高尔夫 2012款 1.4TSI 自动舒适型,大众 高尔夫 2010款 1.6 手动时尚型,,,2013-01-01,2010-06-01,,,0.0,0.0,1.0,1.0,-1,-1,-1,MT,0,-0.20000000000000018,0.0,-1.4900000000000002,-0.08509423186750431,1.0,1.0,,0.5,2.0,8.0,0.0,31.0,0.0,,2.0,0.0,2
779,其他色,白色,1.6,1.6,9.1,5.71,2011.0,,长春,长春,大众-高尔夫 2011款 1.6 自动舒适型,大众 高尔夫 2014款 1.6L 自动舒适型,,,2011-07-01,2014-08-01,,,0.0,0.0,3.0,0.0,-1,-1,-1,AT,0,0.0,2.0,3.3899999999999997,0.2288993923024983,0.0,0.0,,0.5,2.0,2.0,1.0,-37.0,0.0,,2.0,3.0,0
780,其他色,白色,1.6,1.6,9.1,3.77,2011.0,,长春,长春,大众-高尔夫 2011款 1.6 自动舒适型,大众 高尔夫 2014款 1.6L 自动舒适型,,,2011-07-01,2014-12-01,,,0.0,0.0,3.0,0.0,-1,-1,-1,AT,0,0.0,2.0,5.33,0.4141414141414142,0.0,0.0,,0.5,2.0,2.0,1.0,-41.0,0.0,,2.0,3.0,0
781,白色,其他色,1.4,1.6,2.48,9.5,2016.0,,长春,长春,大众-高尔夫 2016款 1.4TSI 自动豪华型,大众 高尔夫 2010款 1.6 手动时尚型,,,2016-03-01,2010-06-01,,,0.0,0.0,1.0,1.0,-1,-1,-1,MT,0,-0.20000000000000018,0.0,-7.02,-0.5859766277128547,0.0,0.0,,0.5,2.0,8.0,0.0,69.0,0.0,,2.0,0.0,2
782,白色,白色,1.4,1.4,2.48,6.36,2016.0,,长春,吉林,大众-高尔夫 2016款 1.4TSI 自动豪华型,大众 高尔夫 2012款 1.4TSI 自动舒适型,,,2016-03-01,2013-03-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-3.8800000000000003,-0.4389140271493213,0.0,0.0,,0.5,0.0,3.0,1.0,36.0,0.0,,2.0,1.0,1
783,黑色,其他色,2.0,2.4,10.06,9.96,2008.0,,北京,北京,本田-雅阁 2008款 2.0L EX,本田 雅阁 2009款 2.4L LX,,,2010-10-01,2009-09-01,,,0.0,0.0,1.0,1.0,-1,-1,-1,AT,0,-0.3999999999999999,0.0,0.09999999999999964,0.004995004995004977,1.0,1.0,,0.5,2.0,3.0,1.0,13.0,0.0,,2.0,0.0,2
784,黑色,黑色,2.4,2.4,2.64,9.55,2016.0,,唐山,北京,本田-雅阁 2016款 2.4L 豪华版,本田 雅阁 2011款 2.4L EX,,,2016-09-01,2011-08-01,,,0.0,0.0,0.0,2.0,-1,-1,-1,AT,0,0.0,2.0,-6.91,-0.5668580803937653,0.0,0.0,,0.5,0.0,4.0,1.0,61.0,0.0,,2.0,-2.0,0
785,其他色,其他色,2.4,2.0,7.27,2.79,2011.0,,北京,石家庄,别克-君威 2011款 2.4L SIDI精英版,别克 君威 2014款 2.0L 领先时尚型,,,2011-09-01,2014-12-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.3999999999999999,0.0,4.4799999999999995,0.44532803180914515,0.0,0.0,,0.5,0.0,9.0,0.0,-39.0,0.0,,2.0,0.0,2
786,金色,白色,2.0,1.6,5.52,4.84,2012.0,,北京,北京,别克-君威 2012款 2.0L 舒适版,别克 君威 2013款 1.6T 自动精英运动版,,,2013-08-01,2013-09-01,,,0.0,0.0,1.0,3.0,-1,-1,-1,AT,0,0.3999999999999999,0.0,0.6799999999999997,0.06563706563706562,1.0,1.0,,0.5,2.0,10.0,0.0,-1.0,1.0,,2.0,-2.0,0
787,黑色,白色,1.6,2.0,7.13,2.97,2009.0,,北京,石家庄,别克-君威 2009款 1.6T 精英运动版,别克 君威 2015款 2.0L 精英时尚型,,,2010-03-01,2015-10-01,,,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,-0.3999999999999999,0.0,4.16,0.4118811881188119,0.0,0.0,,0.5,0.0,8.0,0.0,-67.0,0.0,,2.0,0.0,2
788,黑色,其他色,1.6,2.4,7.13,7.28,2009.0,,北京,北京,别克-君威 2009款 1.6T 精英运动版,别克 君威 2011款 2.4L SIDI精英版,,,2010-03-01,2011-09-01,,,0.0,0.0,0.0,1.0,-1,-1,-1,AT,0,-0.7999999999999998,0.0,-0.15000000000000036,-0.010409437890353946,1.0,1.0,,0.5,2.0,11.0,0.0,-18.0,0.0,,2.0,-1.0,1
789,黑色,其他色,2.0,2.0,8.48,8.5,2009.0,,北京,北京,别克-君威 2009款 2.0L 精英版,别克 君威 2009款 2.0L 精英版,,,2010-07-01,2009-09-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-0.019999999999999574,-0.001177856301531188,1.0,1.0,,0.5,2.0,0.0,2.0,10.0,0.0,,2.0,1.0,1
790,黑色,其他色,2.5,2.0,15.28,9.97,2005.0,,北京,北京,别克-君威 2005款 2.5L G基本型,别克 君威 2010款 2.0T 旗舰运动版,,,2005-12-01,2011-09-01,,,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.5,0.0,5.309999999999999,0.21029702970297023,0.0,0.0,,0.5,2.0,9.0,0.0,-69.0,0.0,,2.0,1.0,1
791,金色,其他色,2.0,2.0,7.93,5.52,2012.0,,北京,北京,别克-君威 2012款 2.0L 豪华版,别克 君威 2012款 2.0L 舒适版,,,2012-07-01,2013-08-01,,,0.0,0.0,0.0,1.0,-1,-1,-1,AT,0,0.0,2.0,2.41,0.179182156133829,0.0,0.0,,0.5,2.0,2.0,1.0,-13.0,0.0,,2.0,-1.0,1
792,金色,其他色,2.0,2.0,7.93,8.35,2012.0,,北京,北京,别克-君威 2012款 2.0L 豪华版,别克 君威 2010款 2.0L 世博版,,,2012-07-01,2011-08-01,,,0.0,0.0,0.0,1.0,-1,-1,-1,AT,0,0.0,2.0,-0.41999999999999993,-0.025798525798525793,1.0,1.0,,0.5,2.0,3.0,1.0,11.0,0.0,,2.0,-1.0,1
