id,color1,color2,displacement1,displacement2,mile1,mile2,year1,year2,licensed_city1,licensed_city2,title1,title2,fuel_type1,fuel_type2,register_time1,register_time2,owner_price1,owner_price2,is_import1,is_import2,transfer_times1,transfer_times2,displacement_standard1,displacement_standard2,gearbox1,gearbox2,is_same
1751,灰色,白色,1.6,1.6,8.52,2.72,2009.0,,惠州,东莞,日产-轩逸 2009款 1.6XE 自动舒适版,日产 轩逸 2016款 1.6XL CVT豪华版,,,2010-09-02,2016-11-01,,,0.0,0.0,1.0,0.0,,,,自动,2
1752,灰色,黑色,1.6,1.6,8.52,2.79,2009.0,,惠州,东莞,日产-轩逸 2009款 1.6XE 自动舒适版,日产 轩逸 2012款 1.6XE CVT舒适版,,,2010-09-02,2015-12-01,,,0.0,0.0,1.0,0.0,,,,自动,2
1753,灰色,其他色,1.6,1.6,8.52,10.41,2009.0,,惠州,东莞,日产-轩逸 2009款 1.6XE 自动舒适版,日产 轩逸 2012款 经典 1.6XE 自动舒适版,,,2010-09-02,2015-02-01,,,0.0,0.0,1.0,0.0,,,,自动,2
1754,灰色,其他色,1.6,1.6,8.52,3.59,2009.0,,惠州,东莞,日产-轩逸 2009款 1.6XE 自动舒适版,日产 轩逸 2012款 经典 1.6XE 自动舒适版,,,2010-09-02,2015-12-01,,,0.0,0.0,1.0,0.0,,,,自动,2
1755,灰色,黑色,1.6,1.6,8.52,3.29,2009.0,,惠州,东莞,日产-轩逸 2009款 1.6XE 自动舒适版,日产 轩逸 2012款 经典 1.6XE 手动舒适版,,,2010-09-02,2014-11-01,,,0.0,0.0,1.0,0.0,,,,手动,2
1756,灰色,白色,1.6,1.6,8.52,1.21,2009.0,,惠州,东莞,日产-轩逸 2009款 1.6XE 自动舒适版,日产 轩逸 2016款 1.6XL CVT豪华版,,,2010-09-02,2017-11-01,,,0.0,0.0,1.0,0.0,,,,自动,2
1757,灰色,其他色,1.6,1.6,8.52,4.1,2009.0,,惠州,东莞,日产-轩逸 2009款 1.6XE 自动舒适版,日产 轩逸 2014款 1.6XV CVT尊享版,,,2010-09-02,2015-01-01,,,0.0,0.0,1.0,0.0,,,,自动,2
1758,灰色,其他色,1.6,1.6,8.52,13.93,2009.0,,惠州,东莞,日产-轩逸 2009款 1.6XE 自动舒适版,日产 轩逸 2009款 1.6XL 手动豪华天窗版,,,2010-09-02,2011-01-01,,,0.0,0.0,1.0,0.0,,,,手动,2
1759,灰色,其他色,1.6,1.6,8.52,8.32,2009.0,,惠州,东莞,日产-轩逸 2009款 1.6XE 自动舒适版,日产 轩逸 2016款 经典 1.6XE 自动舒适版,,,2010-09-02,2015-06-01,,,0.0,0.0,1.0,1.0,,,,自动,2
1760,其他色,其他色,1.6,1.6,2.07,2.07,2012.0,,东莞,东莞,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2016款 经典 1.6XE 手动舒适版,,,2016-06-23,2016-06-01,,,0.0,0.0,0.0,0.0,,,,手动,1
1761,其他色,白色,1.6,1.6,2.07,6.93,2012.0,,东莞,广州,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2014款 1.6XV CVT尊享版,,,2016-06-23,2015-09-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1762,其他色,白色,1.6,1.6,2.07,2.72,2012.0,,东莞,东莞,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2016款 1.6XL CVT豪华版,,,2016-06-23,2016-11-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1763,其他色,黑色,1.6,1.6,2.07,2.79,2012.0,,东莞,东莞,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2012款 1.6XE CVT舒适版,,,2016-06-23,2015-12-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1764,其他色,其他色,1.6,1.6,2.07,10.41,2012.0,,东莞,东莞,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2012款 经典 1.6XE 自动舒适版,,,2016-06-23,2015-02-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1765,其他色,其他色,1.6,1.6,2.07,3.59,2012.0,,东莞,东莞,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2012款 经典 1.6XE 自动舒适版,,,2016-06-23,2015-12-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1766,其他色,黑色,1.6,1.6,2.07,3.29,2012.0,,东莞,东莞,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2012款 经典 1.6XE 手动舒适版,,,2016-06-23,2014-11-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1767,其他色,白色,1.6,1.6,2.07,1.21,2012.0,,东莞,东莞,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2016款 1.6XL CVT豪华版,,,2016-06-23,2017-11-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1768,其他色,其他色,1.6,1.6,2.07,4.1,2012.0,,东莞,东莞,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2014款 1.6XV CVT尊享版,,,2016-06-23,2015-01-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1769,其他色,其他色,1.6,1.6,2.07,13.93,2012.0,,东莞,东莞,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2009款 1.6XL 手动豪华天窗版,,,2016-06-23,2011-01-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1770,其他色,其他色,1.6,1.6,2.07,8.32,2012.0,,东莞,东莞,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2016款 经典 1.6XE 自动舒适版,,,2016-06-23,2015-06-01,,,0.0,0.0,0.0,1.0,,,,自动,2
1771,灰色,白色,1.6,1.6,6.51,5.02,2013.0,,佛山,佛山,福特-翼虎 2013款 1.6L GTDi 两驱风尚型,福特 翼虎 2013款 1.6L GTDi 两驱风尚型,,,2013-12-10,2014-08-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1772,白色,白色,1.5,1.6,3.19,5.02,2015.0,,佛山,佛山,福特-翼虎 2015款 1.5L GTDi 两驱风尚型,福特 翼虎 2013款 1.6L GTDi 两驱风尚型,,,2016-01-26,2014-08-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1773,白色,白色,1.6,1.6,5.02,5.02,2013.0,,佛山,佛山,福特-翼虎 2013款 1.6L GTDi 两驱风尚型,福特 翼虎 2013款 1.6L GTDi 两驱风尚型,,,2014-08-18,2014-08-01,,,0.0,0.0,0.0,0.0,,,,自动,1
1774,白色,黑色,1.6,1.4,4.6,5.37,2013.0,,北京,北京,大众-朗逸 2013款 改款经典 1.6L 自动舒适版,大众 朗逸 2013款 改款 1.4TSI DSG舒适版,,,2015-09-02,2014-12-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1775,白色,黑色,1.6,1.4,4.6,6.63,2013.0,,北京,北京,大众-朗逸 2013款 改款经典 1.6L 自动舒适版,大众 朗逸 2013款 改款 1.4TSI DSG豪华版,,,2015-09-02,2013-01-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1776,白色,黑色,1.6,1.6,4.6,6.58,2013.0,,北京,沧州,大众-朗逸 2013款 改款经典 1.6L 自动舒适版,大众 朗逸 2013款 1.6L 手动舒适版,,,2015-09-02,2013-01-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1777,白色,白色,1.6,1.6,4.6,2.72,2013.0,,北京,北京,大众-朗逸 2013款 改款经典 1.6L 自动舒适版,大众 朗逸 2013款 改款经典 1.6L 手动风尚版,,,2015-09-02,2014-08-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1778,白色,白色,1.6,1.6,4.6,4.6,2013.0,,北京,北京,大众-朗逸 2013款 改款经典 1.6L 自动舒适版,大众 朗逸 2013款 改款经典 1.6L 自动舒适版,,,2015-09-02,2015-09-01,,,0.0,0.0,0.0,0.0,,,,自动,1
1779,白色,黑色,1.6,1.4,0.66,5.37,2013.0,,廊坊,北京,大众-朗逸 2013款 改款经典 1.6L 自动舒适版,大众 朗逸 2013款 改款 1.4TSI DSG舒适版,,,2016-12-14,2014-12-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1780,白色,黑色,1.6,1.4,0.66,6.63,2013.0,,廊坊,北京,大众-朗逸 2013款 改款经典 1.6L 自动舒适版,大众 朗逸 2013款 改款 1.4TSI DSG豪华版,,,2016-12-14,2013-01-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1781,白色,黑色,1.6,1.6,0.66,6.58,2013.0,,廊坊,沧州,大众-朗逸 2013款 改款经典 1.6L 自动舒适版,大众 朗逸 2013款 1.6L 手动舒适版,,,2016-12-14,2013-01-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1782,白色,白色,1.6,1.6,0.66,2.72,2013.0,,廊坊,北京,大众-朗逸 2013款 改款经典 1.6L 自动舒适版,大众 朗逸 2013款 改款经典 1.6L 手动风尚版,,,2016-12-14,2014-08-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1783,白色,白色,1.6,1.6,0.66,4.6,2013.0,,廊坊,北京,大众-朗逸 2013款 改款经典 1.6L 自动舒适版,大众 朗逸 2013款 改款经典 1.6L 自动舒适版,,,2016-12-14,2015-09-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1784,白色,黑色,1.6,1.4,2.09,5.37,2017.0,,张家口,北京,大众-朗逸 2017款 1.6L 手动舒适版,大众 朗逸 2013款 改款 1.4TSI DSG舒适版,,,2017-06-21,2014-12-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1785,白色,黑色,1.6,1.4,2.09,6.63,2017.0,,张家口,北京,大众-朗逸 2017款 1.6L 手动舒适版,大众 朗逸 2013款 改款 1.4TSI DSG豪华版,,,2017-06-21,2013-01-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1786,白色,黑色,1.6,1.6,2.09,6.58,2017.0,,张家口,沧州,大众-朗逸 2017款 1.6L 手动舒适版,大众 朗逸 2013款 1.6L 手动舒适版,,,2017-06-21,2013-01-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1787,白色,白色,1.6,1.6,2.09,2.72,2017.0,,张家口,北京,大众-朗逸 2017款 1.6L 手动舒适版,大众 朗逸 2013款 改款经典 1.6L 手动风尚版,,,2017-06-21,2014-08-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1788,白色,白色,1.6,1.6,2.09,4.6,2017.0,,张家口,北京,大众-朗逸 2017款 1.6L 手动舒适版,大众 朗逸 2013款 改款经典 1.6L 自动舒适版,,,2017-06-21,2015-09-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1789,白色,其他色,1.8,1.8,3.84,4.65,2013.0,,长春,长春,福特-福克斯 2013款 两厢经典 1.8L 自动基本型,福特 福克斯 2013款 三厢经典 1.8L 手动百万纪念版,,,2013-09-18,2013-11-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1790,白色,其他色,1.6,1.8,5.13,4.65,2012.0,,长春,长春,福特-福克斯 2012款 三厢 1.6L 手动风尚型,福特 福克斯 2013款 三厢经典 1.8L 手动百万纪念版,,,2014-10-10,2013-11-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1791,灰色,其他色,1.8,1.8,4.65,4.65,2013.0,,长春,长春,福特-福克斯 2013款 三厢经典 1.8L 手动百万纪念版,福特 福克斯 2013款 三厢经典 1.8L 手动百万纪念版,,,2013-11-01,2013-11-01,,,0.0,0.0,0.0,0.0,,,,手动,1
1792,灰色,其他色,1.8,1.8,8.73,4.65,2012.0,,长春,长春,福特-福克斯 2012款 三厢经典 1.8L 自动基本型,福特 福克斯 2013款 三厢经典 1.8L 手动百万纪念版,,,2012-11-21,2013-11-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1793,白色,白色,1.5,1.5,1.14,1.16,2016.0,,贵阳,黔南布依族苗族自治州,吉利汽车-金刚 2016款 1.5L 手动精英型,吉利汽车 金刚 2016款 CROSS 1.5L 手动智享版,,,2017-09-01,2016-10-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1794,黑色,白色,1.5,1.5,8.08,1.16,2013.0,,贵阳,黔南布依族苗族自治州,吉利汽车-金刚 2013款 1.5L 手动进取型,吉利汽车 金刚 2016款 CROSS 1.5L 手动智享版,,,2014-04-14,2016-10-01,,,0.0,0.0,1.0,0.0,,,,手动,2
1795,白色,白色,1.5,1.5,1.16,1.16,2015.0,,黔南,黔南布依族苗族自治州,吉利汽车-金刚 2015款 三厢 1.5L 手动超悦型,吉利汽车 金刚 2016款 CROSS 1.5L 手动智享版,,,2016-10-18,2016-10-01,,,0.0,0.0,0.0,0.0,,,,手动,1
1796,黑色,其他色,2.4,2.4,18.49,14.19,2009.0,,烟台,烟台,起亚-索兰托 2009款 2.4L 至尊版,起亚 索兰托 2009款 2.4L 豪华版,,,2010-11-24,2009-10-01,,,0.0,0.0,1.0,1.0,,,,自动,2
1797,白色,黑色,1.6,1.6,4.08,3.76,2016.0,,长沙,长沙,日产-轩逸 2016款 1.6XL CVT豪华版,日产 轩逸 2016款 1.6XL CVT豪华版,,,2016-11-08,2017-04-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1798,白色,其他色,1.6,1.6,4.08,5.58,2016.0,,长沙,长沙,日产-轩逸 2016款 1.6XL CVT豪华版,日产 轩逸 2014款 1.6XV CVT尊享版,,,2016-11-08,2015-04-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1799,灰色,黑色,1.6,1.6,1.27,3.76,2012.0,,长沙,长沙,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2016款 1.6XL CVT豪华版,,,2016-03-15,2017-04-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1800,灰色,其他色,1.6,1.6,1.27,5.58,2012.0,,长沙,长沙,日产-轩逸 2012款 经典 1.6XE 手动舒适版,日产 轩逸 2014款 1.6XV CVT尊享版,,,2016-03-15,2015-04-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1801,黑色,黑色,2.0,1.8,5.96,16.18,2012.0,,大连,大连,大众-迈腾 2012款 改款 2.0TSI 尊贵型,大众 迈腾 2012款 改款 1.8TSI 豪华型,,,2012-09-29,2012-09-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1802,黑色,黑色,2.0,2.0,1.99,2.16,2016.0,,东莞,东莞,本田-雅阁 2016款 2.0L 舒适版,本田 雅阁 2016款 2.0L 舒适版,,,2017-05-26,2017-01-01,,,0.0,0.0,0.0,2.0,,,,自动,2
1803,黑色,黑色,2.4,2.0,3.44,2.16,2014.0,,东莞,东莞,本田-雅阁 2014款 2.4L EX 豪华版,本田 雅阁 2016款 2.0L 舒适版,,,2014-12-24,2017-01-01,,,0.0,0.0,1.0,2.0,,,,自动,2
1804,白色,其他色,2.0,2.0,8.06,3.87,2013.0,,金华,上海,日产-逍客 2013款 2.0XV 炫 CVT 2WD,日产 逍客 2016款 2.0L CVT豪华版,,,2014-04-11,2016-05-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1805,其他色,其他色,2.0,2.0,2.92,3.87,2016.0,,安庆,上海,日产-逍客 2016款 2.0L CVT精英版,日产 逍客 2016款 2.0L CVT豪华版,,,2016-02-05,2016-05-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1806,其他色,白色,1.6,1.6,12.08,3.45,2009.0,,本溪,抚顺,雪佛兰-科鲁兹 2009款 1.6L SE MT,雪佛兰 科鲁兹 2013款 1.6L SE MT,,,2009-08-14,2013-12-01,,,0.0,0.0,1.0,1.0,,,,手动,2
1807,其他色,其他色,1.6,1.6,12.07,12.07,2013.0,,东莞,东莞,大众-捷达 2013款 1.6L 手动舒适型,大众 捷达 2013款 1.6L 手动舒适型,,,2014-06-20,2014-06-01,,,0.0,0.0,0.0,0.0,,,,手动,1
1808,其他色,白色,1.6,1.4,12.07,12.67,2013.0,,东莞,东莞,大众-捷达 2013款 1.6L 手动舒适型,大众 捷达 2015款 质惠版 1.4TSI 自动运动型,,,2014-06-20,2015-08-01,,,0.0,0.0,0.0,2.0,,,,自动,2
1809,白色,其他色,1.6,1.6,5.82,12.07,2013.0,,东莞,东莞,大众-捷达 2013款 1.6L 手动舒适型,大众 捷达 2013款 1.6L 手动舒适型,,,2014-09-29,2014-06-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1810,白色,白色,1.6,1.4,5.82,12.67,2013.0,,东莞,东莞,大众-捷达 2013款 1.6L 手动舒适型,大众 捷达 2015款 质惠版 1.4TSI 自动运动型,,,2014-09-29,2015-08-01,,,0.0,0.0,0.0,2.0,,,,自动,2
1811,灰色,其他色,1.8,1.4,8.8,3.65,2012.0,,包头,天津,斯柯达-昊锐 2012款 1.8TSI 自动优雅版,斯柯达 昊锐 2012款 1.4TSI DSG优雅版,,,2012-09-26,2013-05-01,,,0.0,0.0,2.0,0.0,,,,自动,2
1812,其他色,其他色,1.8,1.8,7.37,7.37,2011.0,,昆明,昆明,福特-福克斯 2011款 三厢 1.8L 手动舒适型,福特 福克斯 2011款 三厢 1.8L 手动舒适型,,,2010-08-31,2010-08-01,,,0.0,0.0,1.0,0.0,,,,手动,1
1813,其他色,其他色,1.8,2.0,7.37,4.93,2011.0,,昆明,昆明,福特-福克斯 2011款 三厢 1.8L 手动舒适型,福特 福克斯 2012款 三厢 2.0L 自动旗舰型,,,2010-08-31,2012-08-01,,,0.0,0.0,1.0,0.0,,,,自动,2
1814,其他色,其他色,1.8,1.8,7.37,9.88,2011.0,,昆明,昆明,福特-福克斯 2011款 三厢 1.8L 手动舒适型,福特 福克斯 2009款 三厢 1.8L 手动舒适型,,,2010-08-31,2009-09-01,,,0.0,0.0,1.0,0.0,,,,手动,2
1815,其他色,其他色,1.8,1.8,7.37,9.37,2011.0,,昆明,昆明,福特-福克斯 2011款 三厢 1.8L 手动舒适型,福特 福克斯 2007款 两厢 1.8L 手动舒适型,,,2010-08-31,2008-05-01,,,0.0,0.0,1.0,0.0,,,,手动,2
1816,其他色,其他色,1.8,1.8,7.37,12.13,2011.0,,昆明,昆明,福特-福克斯 2011款 三厢 1.8L 手动舒适型,福特 福克斯 2006款 两厢 1.8L 手动基本型,,,2010-08-31,2007-01-01,,,0.0,0.0,1.0,2.0,,,,手动,2
1817,其他色,其他色,1.8,1.8,7.37,8.89,2011.0,,昆明,昆明,福特-福克斯 2011款 三厢 1.8L 手动舒适型,福特 福克斯 2011款 三厢 1.8L 手动舒适型,,,2010-08-31,2012-02-01,,,0.0,0.0,1.0,0.0,,,,手动,2
1818,其他色,其他色,1.8,1.8,7.37,9.77,2011.0,,昆明,昆明,福特-福克斯 2011款 三厢 1.8L 手动舒适型,福特 福克斯 2007款 两厢 1.8L 手动舒适型,,,2010-08-31,2008-05-01,,,0.0,0.0,1.0,0.0,,,,手动,2
1819,白色,其他色,1.6,1.8,9.29,7.37,2012.0,,昆明,昆明,福特-福克斯 2012款 两厢 1.6L 自动舒适型,福特 福克斯 2011款 三厢 1.8L 手动舒适型,,,2013-01-24,2010-08-01,,,0.0,0.0,1.0,0.0,,,,手动,2
1820,白色,其他色,1.6,2.0,9.29,4.93,2012.0,,昆明,昆明,福特-福克斯 2012款 两厢 1.6L 自动舒适型,福特 福克斯 2012款 三厢 2.0L 自动旗舰型,,,2013-01-24,2012-08-01,,,0.0,0.0,1.0,0.0,,,,自动,2
1821,白色,其他色,1.6,1.8,9.29,9.88,2012.0,,昆明,昆明,福特-福克斯 2012款 两厢 1.6L 自动舒适型,福特 福克斯 2009款 三厢 1.8L 手动舒适型,,,2013-01-24,2009-09-01,,,0.0,0.0,1.0,0.0,,,,手动,2
1822,白色,其他色,1.6,1.8,9.29,9.37,2012.0,,昆明,昆明,福特-福克斯 2012款 两厢 1.6L 自动舒适型,福特 福克斯 2007款 两厢 1.8L 手动舒适型,,,2013-01-24,2008-05-01,,,0.0,0.0,1.0,0.0,,,,手动,2
1823,白色,其他色,1.6,1.8,9.29,12.13,2012.0,,昆明,昆明,福特-福克斯 2012款 两厢 1.6L 自动舒适型,福特 福克斯 2006款 两厢 1.8L 手动基本型,,,2013-01-24,2007-01-01,,,0.0,0.0,1.0,2.0,,,,手动,2
1824,白色,其他色,1.6,1.8,9.29,8.89,2012.0,,昆明,昆明,福特-福克斯 2012款 两厢 1.6L 自动舒适型,福特 福克斯 2011款 三厢 1.8L 手动舒适型,,,2013-01-24,2012-02-01,,,0.0,0.0,1.0,0.0,,,,手动,2
1825,白色,其他色,1.6,1.8,9.29,9.77,2012.0,,昆明,昆明,福特-福克斯 2012款 两厢 1.6L 自动舒适型,福特 福克斯 2007款 两厢 1.8L 手动舒适型,,,2013-01-24,2008-05-01,,,0.0,0.0,1.0,0.0,,,,手动,2
1826,灰色,黑色,2.0,2.0,7.78,13.72,2013.0,,西安,西安,起亚-狮跑 2013款 2.0L 手动两驱版GL,起亚 狮跑 2013款 2.0L 自动两驱版GL,,,2014-03-26,2013-11-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1827,灰色,黑色,2.0,2.0,7.78,4.33,2013.0,,西安,西安,起亚-狮跑 2013款 2.0L 手动两驱版GL,起亚 狮跑 2013款 2.0L 自动两驱版GL,,,2014-03-26,2015-12-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1828,白色,白色,2.4,2.0,11.17,11.74,2013.0,,深圳,东莞,现代-索纳塔八 2013款 2.4L 自动领先版,现代 索纳塔八 2013款 2.0L 自动时尚版,,,2014-01-07,2013-11-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1829,其他色,白色,2.0,2.0,6.64,11.74,2011.0,,东莞,东莞,现代-索纳塔八 2011款 2.0L 自动时尚版,现代 索纳塔八 2013款 2.0L 自动时尚版,,,2011-09-27,2013-11-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1830,白色,其他色,1.4,1.4,10.34,1.68,2014.0,,西安,东莞,别克-昂科拉 2014款 1.4T 自动两驱都市精英型,别克 昂科拉 2015款 1.4T 自动两驱都市精英型,,,2014-09-30,2016-05-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1831,白色,白色,1.4,1.4,10.34,6.57,2014.0,,西安,东莞,别克-昂科拉 2014款 1.4T 自动两驱都市精英型,别克 昂科拉 2015款 1.4T 手动两驱都市进取型,,,2014-09-30,2016-08-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1832,其他色,其他色,1.4,1.4,1.68,1.68,2015.0,,东莞,东莞,别克-昂科拉 2015款 1.4T 自动两驱都市精英型,别克 昂科拉 2015款 1.4T 自动两驱都市精英型,,,2016-05-18,2016-05-01,,,0.0,0.0,0.0,0.0,,,,自动,1
1833,其他色,白色,1.4,1.4,1.68,6.57,2015.0,,东莞,东莞,别克-昂科拉 2015款 1.4T 自动两驱都市精英型,别克 昂科拉 2015款 1.4T 手动两驱都市进取型,,,2016-05-18,2016-08-01,,,0.0,0.0,0.0,0.0,,,,手动,2
1834,黑色,黑色,2.4,1.4,7.28,0.66,2012.0,,杭州,杭州,Jeep-指南者 2012款 2.4L 四驱运动版,Jeep 指南者 2017款 200T 家享版,,,2012-05-10,2017-12-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1835,灰色,其他色,1.4,1.6,3.28,11.6,2015.0,,北京,石家庄,大众-速腾 2015款 230TSI 自动舒适型,大众 速腾 2009款 1.6L 手动时尚型,,,2015-08-27,2008-10-01,,,0.0,0.0,0.0,2.0,,,,手动,2
1836,白色,白色,2.0,2.0,3.02,3.02,2015.0,,黔南,黔南布依族苗族自治州,福特-锐界 2015款 2.0T GTDi 四驱尊锐型,福特 锐界 2016款 EcoBoost 245 四驱尊锐型,,,2016-03-28,2016-03-01,,,0.0,0.0,0.0,0.0,,,,自动,1
1837,黑色,紫色,2.0,2.0,8.69,8.69,2013.0,,郑州,郑州,马自达-6 2013款 2.0L 自动时尚型,马自达 马自达6 2013款 2.0L 自动时尚型,,,2014-12-18,2014-12-01,,,0.0,0.0,0.0,0.0,,,,自动,1
1838,黑色,其他色,2.0,2.0,8.69,8.87,2013.0,,郑州,郑州,马自达-6 2013款 2.0L 自动时尚型,马自达 马自达6 2012款 2.0L 自动时尚型,,,2014-12-18,2012-08-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1839,白色,白色,1.6,1.6,3.71,3.71,2012.0,,宜昌,宜昌,现代-朗动 2012款 1.6L 自动领先型,现代 朗动 2012款 1.6L 自动领先型,,,2013-04-23,2013-04-01,,,0.0,0.0,0.0,0.0,,,,自动,1
1840,白色,白色,1.6,1.6,5.54,3.71,2013.0,,宜昌,宜昌,现代-朗动 2013款 1.6L 自动领先型,现代 朗动 2012款 1.6L 自动领先型,,,2014-09-11,2013-04-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1841,金色,其他色,1.8,2.0,2.22,6.92,2016.0,,郑州,郑州,大众-迈腾 2016款 1.8TSI 智享舒适型,大众 迈腾 2012款 2.0TSI 尊贵型,,,2016-04-11,2012-01-01,,,0.0,0.0,0.0,1.0,,,,自动,2
1842,金色,黑色,1.8,1.8,2.22,1.74,2016.0,,郑州,郑州,大众-迈腾 2016款 1.8TSI 智享舒适型,大众 迈腾 2018款 330TSI DSG 领先型,,,2016-04-11,2018-01-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1843,金色,黑色,1.8,1.8,2.22,9.51,2016.0,,郑州,郑州,大众-迈腾 2016款 1.8TSI 智享舒适型,大众 迈腾 2012款 改款 1.8TSI 领先型,,,2016-04-11,2012-07-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1844,黑色,其他色,1.4,2.0,4.95,6.92,2017.0,,郑州,郑州,大众-迈腾 2017款 280TSI DSG 舒适型,大众 迈腾 2012款 2.0TSI 尊贵型,,,2017-07-04,2012-01-01,,,0.0,0.0,0.0,1.0,,,,自动,2
1845,黑色,黑色,1.4,1.8,4.95,1.74,2017.0,,郑州,郑州,大众-迈腾 2017款 280TSI DSG 舒适型,大众 迈腾 2018款 330TSI DSG 领先型,,,2017-07-04,2018-01-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1846,黑色,黑色,1.4,1.8,4.95,9.51,2017.0,,郑州,郑州,大众-迈腾 2017款 280TSI DSG 舒适型,大众 迈腾 2012款 改款 1.8TSI 领先型,,,2017-07-04,2012-07-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1847,黑色,其他色,1.8,2.0,5.49,6.92,2015.0,,郑州,郑州,大众-迈腾 2015款 1.8TSI 尊贵型,大众 迈腾 2012款 2.0TSI 尊贵型,,,2015-07-24,2012-01-01,,,0.0,0.0,0.0,1.0,,,,自动,2
1848,黑色,黑色,1.8,1.8,5.49,1.74,2015.0,,郑州,郑州,大众-迈腾 2015款 1.8TSI 尊贵型,大众 迈腾 2018款 330TSI DSG 领先型,,,2015-07-24,2018-01-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1849,黑色,黑色,1.8,1.8,5.49,9.51,2015.0,,郑州,郑州,大众-迈腾 2015款 1.8TSI 尊贵型,大众 迈腾 2012款 改款 1.8TSI 领先型,,,2015-07-24,2012-07-01,,,0.0,0.0,0.0,0.0,,,,自动,2
1850,黑色,其他色,2.0,2.0,17.92,6.92,2012.0,,郑州,郑州,大众-迈腾 2012款 2.0TSI 尊贵型,大众 迈腾 2012款 2.0TSI 尊贵型,,,2012-04-10,2012-01-01,,,0.0,0.0,0.0,1.0,,,,自动,2
1851,黑色,黑色,2.0,1.8,17.92,1.74,2012.0,,郑州,郑州,大众-迈腾 2012款 2.0TSI 尊贵型,大众 迈腾 2018款 330TSI DSG 领先型,,,2012-04-10,2018-01-01,,,0.0,0.0,0.0,0.0,,,,自动,2
