id,color1,color2,displacement1,displacement2,mile1,mile2,year1,year2,licensed_city1,licensed_city2,title1,title2,fuel_type1,fuel_type2,register_time1,register_time2,owner_price1,owner_price2,is_import1,is_import2,transfer_times1,transfer_times2,displacement_standard1,displacement_standard2,gearbox1,gearbox2,is_same,displacement_diff,displacement_diff_sparse,mile_diff,mile_diff_rate,mile_diff_rate_sparse,mile_diff_sparse,year_diff,year_diff_sparse,licensed_city_diff_sparse,title_diff,title_diff_sparse,register_time_diff,register_time_diff_sparse,owner_price_diff,is_import_diff_sparse,transfer_times_diff,transfer_times_diff_sparse,colorp1,colorp2,fuel_typep1,fuel_typep2,gearboxp1,gearboxp2
3041,白,白,1.6,1.6,4.96,4.34,2014.0,-1.0,苏州,苏州,标致-308 2014款 乐享版 经典 1.6L 自动优尚型,标致 标致308 2014款 乐享版 经典 1.6L 自动优尚型,-1,-1,2015-10-22,2016-09-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,0.6200000000000001,0.06666666666666668,1.0,1.0,-1.0,0.5,2.0,2.0,1.0,-11.0,0.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3042,其他,其他,0.8,1.2,10.37,1.03,2004.0,-1.0,柳州,柳州,宝骏-乐驰 2004款 0.8L 手动,宝骏 乐驰 2012款 1.2L 手动运动版时尚型,-1,-1,2006-02-06,2015-07-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.3999999999999999,0.0,9.34,0.8192982456140352,0.0,0.0,-1.0,0.5,2.0,10.0,0.0,-113.0,0.0,-1.0,2.0,0.0,2,-1,-1,-1,-1,-1,1
3043,其他,其他,1.0,1.2,8.59,1.03,2010.0,-1.0,柳州,柳州,宝骏-乐驰 2010款 1.0L P-TEC手动时尚型,宝骏 乐驰 2012款 1.2L 手动运动版时尚型,-1,-1,2010-09-01,2015-07-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.2,0.0,7.56,0.7858627858627859,0.0,0.0,-1.0,0.5,2.0,8.0,0.0,-58.0,0.0,-1.0,2.0,0.0,2,-1,-1,-1,-1,-1,1
3044,其他,其他,1.2,1.2,1.03,1.03,2012.0,-1.0,柳州,柳州,宝骏-乐驰 2012款 改款 1.2L 手动运动版时尚型,宝骏 乐驰 2012款 1.2L 手动运动版时尚型,-1,-1,2015-07-31,2015-07-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,1,0.0,2.0,0.0,0.0,2.0,2.0,-1.0,0.5,2.0,2.0,1.0,0.0,2.0,-1.0,2.0,0.0,2,-1,-1,-1,-1,-1,1
3045,其他,其他,1.0,1.2,3.6,1.03,2012.0,-1.0,柳州,柳州,宝骏-乐驰 2012款 改款 1.0L 手动P-TEC舒适型,宝骏 乐驰 2012款 1.2L 手动运动版时尚型,-1,-1,2015-01-20,2015-07-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.2,0.0,2.5700000000000003,0.5550755939524838,0.0,0.0,-1.0,0.5,2.0,9.0,0.0,-6.0,0.0,-1.0,2.0,0.0,2,-1,-1,-1,-1,-1,1
3046,白,黑,1.6,1.6,3.7,11.37,2016.0,-1.0,大庆,沈阳,日产-轩逸 2016款 1.6XL CVT尊享版,日产 轩逸 2012款 经典 1.6XE 手动舒适版,-1,-1,2016-09-07,2014-01-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-7.669999999999999,-0.5089581950895818,0.0,0.0,-1.0,0.5,0.0,9.0,0.0,32.0,0.0,-1.0,2.0,0.0,2,0,7,-1,-1,-1,1
3047,白,其他,1.6,1.6,3.7,3.36,2016.0,-1.0,大庆,沈阳,日产-轩逸 2016款 1.6XL CVT尊享版,日产 轩逸 2016款 经典 1.6XE 手动领先版,-1,-1,2016-09-07,2016-11-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,0.3400000000000003,0.04815864022662893,1.0,1.0,-1.0,0.5,0.0,8.0,0.0,-2.0,1.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3048,白,其他,1.6,1.6,3.7,1.4,2016.0,-1.0,大庆,沈阳,日产-轩逸 2016款 1.6XL CVT尊享版,日产 轩逸 2012款 经典 1.6XE 自动舒适版,-1,-1,2016-09-07,2015-01-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,2.3000000000000003,0.4509803921568628,0.0,0.0,-1.0,0.5,0.0,9.0,0.0,20.0,0.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3049,白,白,1.6,1.6,3.7,0.41,2016.0,-1.0,大庆,沈阳,日产-轩逸 2016款 1.6XL CVT尊享版,日产 轩逸 2016款 1.6XL 手动豪华版,-1,-1,2016-09-07,2017-12-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,3.29,0.8004866180048661,0.0,0.0,-1.0,0.5,0.0,5.0,0.0,-15.0,0.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3050,白,其他,1.6,1.6,3.7,11.26,2016.0,-1.0,大庆,沈阳,日产-轩逸 2016款 1.6XL CVT尊享版,日产 轩逸 2012款 经典 1.6XL 手动豪华版,-1,-1,2016-09-07,2014-11-01,-1.0,-1.0,0.0,0.0,0.0,1.0,-1,-1,-1,MT,0,0.0,2.0,-7.56,-0.5053475935828876,0.0,0.0,-1.0,0.5,0.0,8.0,0.0,22.0,0.0,-1.0,2.0,-1.0,1,0,-1,-1,-1,-1,1
3051,白,黑,1.6,1.6,3.7,15.15,2016.0,-1.0,大庆,沈阳,日产-轩逸 2016款 1.6XL CVT尊享版,日产 轩逸 2009款 1.6XE 手动舒适版,-1,-1,2016-09-07,2010-07-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-11.45,-0.6074270557029177,0.0,0.0,-1.0,0.5,0.0,8.0,0.0,74.0,0.0,-1.0,2.0,0.0,2,0,7,-1,-1,-1,1
3052,白,其他,1.6,1.6,3.7,4.69,2016.0,-1.0,大庆,沈阳,日产-轩逸 2016款 1.6XL CVT尊享版,日产 轩逸 2012款 1.6XL 手动豪华版,-1,-1,2016-09-07,2013-09-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-0.9900000000000002,-0.11799761620977355,0.0,1.0,-1.0,0.5,0.0,6.0,0.0,36.0,0.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3053,白,白,1.6,1.6,3.7,3.78,2016.0,-1.0,大庆,沈阳,日产-轩逸 2016款 1.6XL CVT尊享版,日产 轩逸 2014款 1.6XV CVT尊享版,-1,-1,2016-09-07,2015-02-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-0.07999999999999963,-0.01069518716577535,1.0,1.0,-1.0,0.5,0.0,2.0,1.0,19.0,0.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3054,白,其他,1.6,1.6,3.7,1.56,2016.0,-1.0,大庆,沈阳,日产-轩逸 2016款 1.6XL CVT尊享版,日产 轩逸 2016款 经典 1.6XE 手动舒适版,-1,-1,2016-09-07,2016-03-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,2.14,0.4068441064638784,0.0,0.0,-1.0,0.5,0.0,8.0,0.0,6.0,0.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3055,金,黑,1.6,1.6,11.24,11.37,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XL 手动豪华版,日产 轩逸 2012款 经典 1.6XE 手动舒适版,-1,-1,2014-11-17,2014-01-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-0.129999999999999,-0.005749668288367935,1.0,1.0,-1.0,0.5,2.0,3.0,1.0,10.0,0.0,-1.0,2.0,1.0,1,9,7,-1,-1,-1,1
3056,金,其他,1.6,1.6,11.24,3.36,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XL 手动豪华版,日产 轩逸 2016款 经典 1.6XE 手动领先版,-1,-1,2014-11-17,2016-11-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,0.0,2.0,7.880000000000001,0.5397260273972604,0.0,0.0,-1.0,0.5,2.0,4.0,1.0,-24.0,0.0,-1.0,2.0,1.0,1,9,-1,-1,-1,-1,1
3057,金,其他,1.6,1.6,11.24,1.4,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XL 手动豪华版,日产 轩逸 2012款 经典 1.6XE 自动舒适版,-1,-1,2014-11-17,2015-01-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,9.84,0.7784810126582278,0.0,0.0,-1.0,0.5,2.0,4.0,1.0,-2.0,1.0,-1.0,2.0,1.0,1,9,-1,-1,-1,-1,1
3058,金,白,1.6,1.6,11.24,0.41,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XL 手动豪华版,日产 轩逸 2016款 1.6XL 手动豪华版,-1,-1,2014-11-17,2017-12-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,0.0,2.0,10.83,0.9296137339055792,0.0,0.0,-1.0,0.5,2.0,3.0,1.0,-37.0,0.0,-1.0,2.0,1.0,1,9,0,-1,-1,-1,1
3059,金,其他,1.6,1.6,11.24,11.26,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XL 手动豪华版,日产 轩逸 2012款 经典 1.6XL 手动豪华版,-1,-1,2014-11-17,2014-11-01,-1.0,-1.0,0.0,0.0,1.0,1.0,-1,-1,-1,MT,1,0.0,2.0,-0.01999999999999957,-0.00088888888888887,1.0,1.0,-1.0,0.5,2.0,0.0,2.0,0.0,2.0,-1.0,2.0,0.0,2,9,-1,-1,-1,-1,1
3060,金,黑,1.6,1.6,11.24,15.15,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XL 手动豪华版,日产 轩逸 2009款 1.6XE 手动舒适版,-1,-1,2014-11-17,2010-07-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-3.91,-0.14816218264494127,0.0,0.0,-1.0,0.5,2.0,7.0,0.0,52.0,0.0,-1.0,2.0,1.0,1,9,7,-1,-1,-1,1
3061,金,其他,1.6,1.6,11.24,4.69,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XL 手动豪华版,日产 轩逸 2012款 1.6XL 手动豪华版,-1,-1,2014-11-17,2013-09-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,0.0,2.0,6.55,0.41117388575015695,0.0,0.0,-1.0,0.5,2.0,2.0,1.0,14.0,0.0,-1.0,2.0,1.0,1,9,-1,-1,-1,-1,1
3062,金,白,1.6,1.6,11.24,3.78,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XL 手动豪华版,日产 轩逸 2014款 1.6XV CVT尊享版,-1,-1,2014-11-17,2015-02-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,7.460000000000001,0.496671105193076,0.0,0.0,-1.0,0.5,2.0,9.0,0.0,-3.0,1.0,-1.0,2.0,1.0,1,9,0,-1,-1,-1,1
3063,金,其他,1.6,1.6,11.24,1.56,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XL 手动豪华版,日产 轩逸 2016款 经典 1.6XE 手动舒适版,-1,-1,2014-11-17,2016-03-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,0.0,2.0,9.68,0.75625,0.0,0.0,-1.0,0.5,2.0,4.0,1.0,-16.0,0.0,-1.0,2.0,1.0,1,9,-1,-1,-1,-1,1
3064,金,黑,1.6,1.6,1.4,11.37,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XE 自动舒适版,日产 轩逸 2012款 经典 1.6XE 手动舒适版,-1,-1,2015-01-06,2014-01-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-9.97,-0.7807361002349256,0.0,0.0,-1.0,0.5,2.0,1.0,1.0,12.0,0.0,-1.0,2.0,0.0,2,9,7,-1,-1,-1,1
3065,金,其他,1.6,1.6,1.4,3.36,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XE 自动舒适版,日产 轩逸 2016款 经典 1.6XE 手动领先版,-1,-1,2015-01-06,2016-11-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-1.96,-0.411764705882353,0.0,1.0,-1.0,0.5,2.0,4.0,1.0,-22.0,0.0,-1.0,2.0,0.0,2,9,-1,-1,-1,-1,1
3066,金,其他,1.6,1.6,1.4,1.4,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XE 自动舒适版,日产 轩逸 2012款 经典 1.6XE 自动舒适版,-1,-1,2015-01-06,2015-01-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,1,0.0,2.0,0.0,0.0,2.0,2.0,-1.0,0.5,2.0,0.0,2.0,0.0,2.0,-1.0,2.0,0.0,2,9,-1,-1,-1,-1,1
3067,金,白,1.6,1.6,1.4,0.41,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XE 自动舒适版,日产 轩逸 2016款 1.6XL 手动豪华版,-1,-1,2015-01-06,2017-12-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,0.99,0.5469613259668509,0.0,1.0,-1.0,0.5,2.0,7.0,0.0,-35.0,0.0,-1.0,2.0,0.0,2,9,0,-1,-1,-1,1
3068,金,其他,1.6,1.6,1.4,11.26,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XE 自动舒适版,日产 轩逸 2012款 经典 1.6XL 手动豪华版,-1,-1,2015-01-06,2014-11-01,-1.0,-1.0,0.0,0.0,0.0,1.0,-1,-1,-1,MT,0,0.0,2.0,-9.86,-0.7788309636650869,0.0,0.0,-1.0,0.5,2.0,4.0,1.0,2.0,1.0,-1.0,2.0,-1.0,1,9,-1,-1,-1,-1,1
3069,金,黑,1.6,1.6,1.4,15.15,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XE 自动舒适版,日产 轩逸 2009款 1.6XE 手动舒适版,-1,-1,2015-01-06,2010-07-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-13.75,-0.8308157099697885,0.0,0.0,-1.0,0.5,2.0,5.0,0.0,54.0,0.0,-1.0,2.0,0.0,2,9,7,-1,-1,-1,1
3070,金,其他,1.6,1.6,1.4,4.69,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XE 自动舒适版,日产 轩逸 2012款 1.6XL 手动豪华版,-1,-1,2015-01-06,2013-09-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-3.2900000000000005,-0.5402298850574714,0.0,0.0,-1.0,0.5,2.0,6.0,0.0,16.0,0.0,-1.0,2.0,0.0,2,9,-1,-1,-1,-1,1
3071,金,白,1.6,1.6,1.4,3.78,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XE 自动舒适版,日产 轩逸 2014款 1.6XV CVT尊享版,-1,-1,2015-01-06,2015-02-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-2.38,-0.4594594594594595,0.0,0.0,-1.0,0.5,2.0,9.0,0.0,-1.0,1.0,-1.0,2.0,0.0,2,9,0,-1,-1,-1,1
3072,金,其他,1.6,1.6,1.4,1.56,2012.0,-1.0,沈阳,沈阳,日产-轩逸 2012款 经典 1.6XE 自动舒适版,日产 轩逸 2016款 经典 1.6XE 手动舒适版,-1,-1,2015-01-06,2016-03-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-0.16000000000000014,-0.054054054054054106,1.0,1.0,-1.0,0.5,2.0,2.0,1.0,-14.0,0.0,-1.0,2.0,0.0,2,9,-1,-1,-1,-1,1
3073,白,黑,1.5,1.6,0.74,3.41,2017.0,-1.0,保定,保定,雪佛兰-科鲁兹 2017款 1.5L 自动先锋天窗版,雪佛兰 科鲁兹 2009款 1.6L SE MT,-1,-1,2017-08-14,2010-04-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.10000000000000007,0.0,-2.67,-0.6433734939759035,0.0,0.0,-1.0,0.5,2.0,10.0,0.0,88.0,0.0,-1.0,2.0,0.0,2,0,7,-1,-1,-1,1
3074,白,白,1.5,1.5,0.74,5.49,2017.0,-1.0,保定,保定,雪佛兰-科鲁兹 2017款 1.5L 自动先锋天窗版,雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,-1,-1,2017-08-14,2016-03-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-4.75,-0.7624398073836276,0.0,0.0,-1.0,0.5,2.0,8.0,0.0,17.0,0.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3075,白,白,1.5,1.5,0.74,5.5,2017.0,-1.0,保定,保定,雪佛兰-科鲁兹 2017款 1.5L 自动先锋天窗版,雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,-1,-1,2017-08-14,2015-07-01,-1.0,-1.0,0.0,0.0,0.0,2.0,-1,-1,-1,AT,0,0.0,2.0,-4.76,-0.7628205128205128,0.0,0.0,-1.0,0.5,2.0,8.0,0.0,25.0,0.0,-1.0,2.0,-2.0,0,0,0,-1,-1,-1,1
3076,白,白,1.5,1.5,0.74,3.58,2017.0,-1.0,保定,保定,雪佛兰-科鲁兹 2017款 1.5L 自动先锋天窗版,雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,-1,-1,2017-08-14,2015-03-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-2.84,-0.6574074074074073,0.0,0.0,-1.0,0.5,2.0,8.0,0.0,29.0,0.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3077,黑,黑,1.6,1.6,9.04,3.41,2009.0,-1.0,保定,保定,雪佛兰-科鲁兹 2009款 1.6L SE MT,雪佛兰 科鲁兹 2009款 1.6L SE MT,-1,-1,2011-08-03,2010-04-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,5.629999999999999,0.4522088353413654,0.0,0.0,-1.0,0.5,2.0,0.0,2.0,16.0,0.0,-1.0,2.0,0.0,2,7,7,-1,-1,-1,1
3078,白,黑,1.5,1.6,1.9,3.41,2015.0,-1.0,保定,保定,雪佛兰-科鲁兹 2015款 1.5L 经典 SL MT,雪佛兰 科鲁兹 2009款 1.6L SE MT,-1,-1,2016-04-29,2010-04-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,-0.10000000000000007,0.0,-1.5100000000000002,-0.2843691148775895,0.0,1.0,-1.0,0.5,2.0,6.0,0.0,72.0,0.0,-1.0,2.0,0.0,2,0,7,-1,-1,-1,1
3079,白,白,1.5,1.5,1.9,5.49,2015.0,-1.0,保定,保定,雪佛兰-科鲁兹 2015款 1.5L 经典 SL MT,雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,-1,-1,2016-04-29,2016-03-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-3.5900000000000003,-0.4857916102841678,0.0,0.0,-1.0,0.5,2.0,1.0,1.0,1.0,1.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3080,白,白,1.5,1.5,1.9,5.5,2015.0,-1.0,保定,保定,雪佛兰-科鲁兹 2015款 1.5L 经典 SL MT,雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,-1,-1,2016-04-29,2015-07-01,-1.0,-1.0,0.0,0.0,0.0,2.0,-1,-1,-1,AT,0,0.0,2.0,-3.6,-0.4864864864864865,0.0,0.0,-1.0,0.5,2.0,2.0,1.0,9.0,0.0,-1.0,2.0,-2.0,0,0,0,-1,-1,-1,1
3081,白,白,1.5,1.5,1.9,3.58,2015.0,-1.0,保定,保定,雪佛兰-科鲁兹 2015款 1.5L 经典 SL MT,雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,-1,-1,2016-04-29,2015-03-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-1.6800000000000002,-0.30656934306569344,0.0,1.0,-1.0,0.5,2.0,1.0,1.0,13.0,0.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3082,黑,其他,1.6,1.6,2.35,7.57,2013.0,-1.0,温州,上海,大众-朗行 2013款 1.6L 自动舒适型,大众 朗行 2013款 1.6L 自动舒适型,-1,-1,2017-08-02,2013-08-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-5.2200000000000015,-0.5262096774193549,0.0,0.0,-1.0,0.5,0.0,0.0,2.0,48.0,0.0,-1.0,2.0,1.0,1,7,-1,-1,-1,-1,1
3083,黑,白,1.6,1.6,2.35,4.43,2013.0,-1.0,温州,重庆,大众-朗行 2013款 1.6L 自动舒适型,大众 朗行 2015款 1.6L 手动风尚型,-1,-1,2017-08-02,2016-05-01,-1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-2.08,-0.30678466076696165,0.0,0.0,-1.0,0.5,0.0,4.0,1.0,15.0,0.0,-1.0,2.0,1.0,1,7,0,-1,-1,-1,1
3084,棕,其他,1.6,1.6,3.98,7.57,2013.0,-1.0,上海,上海,大众-朗行 2013款 1.6L 自动舒适型,大众 朗行 2013款 1.6L 自动舒适型,-1,-1,2015-10-10,2013-08-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-3.5900000000000003,-0.31082251082251083,0.0,0.0,-1.0,0.5,2.0,0.0,2.0,26.0,0.0,-1.0,2.0,0.0,2,8,-1,-1,-1,-1,1
3085,棕,白,1.6,1.6,3.98,4.43,2013.0,-1.0,上海,重庆,大众-朗行 2013款 1.6L 自动舒适型,大众 朗行 2015款 1.6L 手动风尚型,-1,-1,2015-10-10,2016-05-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,MT,0,0.0,2.0,-0.4499999999999997,-0.053507728894173566,1.0,1.0,-1.0,0.5,0.0,4.0,1.0,-7.0,0.0,-1.0,2.0,0.0,2,8,0,-1,-1,-1,1
3086,其他,白,1.8,1.4,8.31,1.08,2009.0,-1.0,曲靖,昆明,雪佛兰-科鲁兹 2009款 1.8L SE AT,雪佛兰 科鲁兹 2018款 330T 双离合炫锋版,-1,-1,2010-05-27,2018-01-01,-1.0,-1.0,0.0,0.0,2.0,0.0,-1,-1,-1,AT,0,0.4000000000000001,0.0,7.23,0.7699680511182109,0.0,0.0,-1.0,0.5,0.0,12.0,0.0,-92.0,0.0,-1.0,2.0,2.0,0,-1,0,-1,-1,-1,1
3087,其他,其他,1.8,1.8,8.31,13.81,2009.0,-1.0,曲靖,曲靖,雪佛兰-科鲁兹 2009款 1.8L SE AT,雪佛兰 科鲁兹 2011款 1.8L SE AT,-1,-1,2010-05-27,2011-06-01,-1.0,-1.0,0.0,0.0,2.0,0.0,-1,-1,-1,AT,0,0.0,2.0,-5.5,-0.24864376130198915,0.0,0.0,-1.0,0.5,2.0,2.0,1.0,-13.0,0.0,-1.0,2.0,2.0,0,-1,-1,-1,-1,-1,1
3088,白,白,1.5,1.4,5.7,1.08,2015.0,-1.0,昆明,昆明,雪佛兰-科鲁兹 2015款 1.5L 手动时尚版,雪佛兰 科鲁兹 2018款 330T 双离合炫锋版,-1,-1,2015-07-06,2018-01-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.10000000000000007,0.0,4.62,0.6814159292035398,0.0,0.0,-1.0,0.5,2.0,10.0,0.0,-30.0,0.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3089,白,其他,1.5,1.8,5.7,13.81,2015.0,-1.0,昆明,曲靖,雪佛兰-科鲁兹 2015款 1.5L 手动时尚版,雪佛兰 科鲁兹 2011款 1.8L SE AT,-1,-1,2015-07-06,2011-06-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,-0.30000000000000004,0.0,-8.11,-0.4156842644797539,0.0,0.0,-1.0,0.5,0.0,7.0,0.0,49.0,0.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3090,其他,白,1.6,1.4,5.73,1.08,2013.0,-1.0,昆明,昆明,雪佛兰-科鲁兹 2013款 1.6L SE MT,雪佛兰 科鲁兹 2018款 330T 双离合炫锋版,-1,-1,2013-08-07,2018-01-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.20000000000000015,0.0,4.65,0.6828193832599119,0.0,0.0,-1.0,0.5,2.0,11.0,0.0,-53.0,0.0,-1.0,2.0,0.0,2,-1,0,-1,-1,-1,1
3091,其他,其他,1.6,1.8,5.73,13.81,2013.0,-1.0,昆明,曲靖,雪佛兰-科鲁兹 2013款 1.6L SE MT,雪佛兰 科鲁兹 2011款 1.8L SE AT,-1,-1,2013-08-07,2011-06-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,-0.2,0.0,-8.08,-0.41351074718526093,0.0,0.0,-1.0,0.5,0.0,3.0,1.0,26.0,0.0,-1.0,2.0,0.0,2,-1,-1,-1,-1,-1,1
3092,白,白,1.5,1.4,5.85,1.08,2015.0,-1.0,昆明,昆明,雪佛兰-科鲁兹 2015款 1.5L 经典 SL MT,雪佛兰 科鲁兹 2018款 330T 双离合炫锋版,-1,-1,2016-08-10,2018-01-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.10000000000000007,0.0,4.77,0.6883116883116883,0.0,0.0,-1.0,0.5,2.0,11.0,0.0,-17.0,0.0,-1.0,2.0,0.0,2,0,0,-1,-1,-1,1
3093,白,其他,1.5,1.8,5.85,13.81,2015.0,-1.0,昆明,曲靖,雪佛兰-科鲁兹 2015款 1.5L 经典 SL MT,雪佛兰 科鲁兹 2011款 1.8L SE AT,-1,-1,2016-08-10,2011-06-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,-0.30000000000000004,0.0,-7.960000000000001,-0.40488301119023395,0.0,0.0,-1.0,0.5,0.0,6.0,0.0,62.0,0.0,-1.0,2.0,0.0,2,0,-1,-1,-1,-1,1
3094,其他,白,1.6,1.4,7.73,1.08,2013.0,-1.0,昆明,昆明,雪佛兰-科鲁兹 2013款 1.6L SE MT,雪佛兰 科鲁兹 2018款 330T 双离合炫锋版,-1,-1,2013-08-05,2018-01-01,-1.0,-1.0,0.0,0.0,0.0,0.0,-1,-1,-1,AT,0,0.20000000000000015,0.0,6.65,0.7548240635641317,0.0,0.0,-1.0,0.5,2.0,11.0,0.0,-53.0,0.0,-1.0,2.0,0.0,2,-1,0,-1,-1,-1,1
