c_price,max_price,min_price,dealer_price,car_model,fuel_type,register_city,model_generation,is_electric_skylight,is_panoramic_sunroof,far_beam,dipped_headlight,new_car_price,transfer_times,price,target,model_id,register_date,deal_date,gear_num,province,used_ages,bumper_change,bumper_chromatic,bumper_flaw,bumper_metal,bumper_spray,car_box_type,car_height,car_length,car_level,car_width,chromatic_num,color,deal_city,deal_time_quarter,displacement,door_change,door_chromatic,door_flaw,door_metal,door_spray,drive_mode,driving_seat_abnormal,driving_seat_abrasion,driving_seat_blister,driving_seat_damage,driving_seat_disassembly,driving_seat_flaw,driving_seat_smudginess,edition,emission,engine_intake_form,fender_change,fender_chromatic,fender_flaw,fender_metal,fender_spray,front_light_change,front_light_damage,front_light_flaw,gdp_level,gearbox_type,manufacturer,max_horse_power,metal_num,mileage,model_age,model_brand,model_series,model_year,pillar_change,pillar_chromatic,pillar_flaw,pillar_metal,pillar_spray,power_displacement_cartesian,region,seat_flaw,spray_num,steering_wheel_flaw,tire_flaw,transmission,transmission_case,trunk_change,trunk_chromatic,trunk_flaw,trunk_injury,trunk_metal,trunk_spray,change_num,used_months,engine_vehicle_launch_flawnum,engine_valve_chamber_cover_flawnum,engine_cistern_flawnum,engine_accumulator_flawnum,engine_steering_mast_flawnum,engine_room_line_sediment_flawnum,engine_brake_level_flawnum,engine_oil_flawnum,engine_cylinder_removalnum,engine_defectnum,engine_flawnum,engine_harness_changenum,engine_harness_sootingnum,engine_harness_carbonizationnum,engine_harness_flawnum,engine_firewall_bulkhead_changenum,engine_firewall_bulkhead_sootingnum,engine_firewall_bulkhead_carbonizationnum,engine_firewall_bulkhead_blisters_tracesnum,engine_firewall_bulkheadd_flawnum,engine_gearbox_flawnum,engine_removable_tank_framework_flawnum,engine_non_removable_tank_framework_changenum,engine_non_removable_framework_defectnum,engine_non_removable_framework_flawnum,bottom_bigside_flawnum,bottom_bigside_changenum,bottom_bigside_metalnum,bottom_bigside_spraynum,bottom_bigside_chromaticnum,bottom_bigside_weldnum,bottom_bigside_injurynum,bottom_bigside_injury_sagnum,bottom_bigside_injury_scratchnum,bottom_bigside_injury_brokennum,bottom_bigside_injury_scarsnum,bottom_bigside_injury_cracknum,bottom_bigside_repairnum,id
26.05,25.0,23.9,28.36,宝马5系 2017款 525li 豪华设计套装,汽油,太原,1,1,0,氙气,氙气,49.96,0,28.8,28.5,23513,2016-08-22,2018-12-09,8,山西,3,0,0,0,0,0,三厢,1.49,5.06,中大型车,1.86,0,灰,太原,5,2.0,0,0,2,0,2,后驱,0,0,0,0,0,0,0,豪华,5,涡轮增压,0,0,2,0,2,0,0,0,2,手自一体变速箱(AT),华晨宝马,7,0,9.81,1,宝马,宝马5系,2017,0,0,0,0,0,7_2.0,华北,0,4,0,0,自动,8,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15254
22.83,23.8,22.7,25.27,宝马5系 2014款 520li 典雅型,汽油,昆明,1,1,0,氙气,氙气,43.56,0,25.8,24.08,9798,2015-07-31,2018-11-19,8,云南,4,0,0,2,0,2,三厢,1.49,5.06,中大型车,1.86,0,黄,昆明,5,2.0,0,0,2,0,2,后驱,0,0,0,0,0,0,0,典雅,4,涡轮增压,0,0,1,0,1,0,0,0,2,手自一体变速箱(AT),华晨宝马,6,0,6.36,4,宝马,宝马5系,2014,0,0,0,0,0,6_2.0,西南,0,6,0,0,自动,8,0,0,1,0,0,1,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15374
34.64,-1.0,-1.0,38.47,宝马5系 2018款 改款 530li 领先型 豪华套装,汽油,重庆,1,1,1,LED,LED,47.69,0,41.5,39.6,31322,2018-01-18,2018-11-24,8,重庆,1,0,0,0,0,0,三厢,1.5,5.09,中大型车,1.87,0,白,重庆,5,2.0,0,0,0,0,0,后驱,0,0,0,0,0,0,0,领先,4,涡轮增压,0,0,0,0,0,0,0,0,1,手自一体变速箱(AT),华晨宝马,9,0,1.13,0,宝马,宝马5系,2018,0,0,0,0,0,9_2.0,西南,0,0,0,0,自动,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15376
19.48,20.9,19.8,22.08,宝马5系 2013款 525li 领先型,汽油,深圳,1,1,0,-1,氙气,45.96,0,20.45,20.45,9810,2013-01-15,2018-11-24,8,广东,6,0,0,1,0,1,三厢,1.49,5.04,中大型车,1.86,0,黄,深圳,5,2.0,1,0,4,2,1,后驱,0,0,0,0,0,0,0,领先,4,涡轮增压,0,0,1,0,1,0,0,0,0,手自一体变速箱(AT),华晨宝马,7,2,14.26,5,宝马,宝马5系,2013,0,0,1,0,1,7_2.0,华南,0,5,0,0,自动,8,0,0,0,0,0,0,1,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15416
35.26,-1.0,-1.0,39.64,宝马5系 2018款 改款 530li 领先型 豪华套装,汽油,济宁,1,1,1,LED,LED,47.69,0,40.5,39.8,31322,2018-08-13,2018-12-23,8,山东,1,0,0,0,0,0,三厢,1.5,5.09,中大型车,1.87,0,白,济宁,5,2.0,0,0,0,0,0,后驱,0,0,0,0,0,0,0,领先,5,涡轮增压,0,0,1,0,1,0,0,0,3,手自一体变速箱(AT),华晨宝马,9,0,1.21,0,宝马,宝马5系,2018,0,0,1,0,1,9_2.0,华东,0,2,0,0,自动,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15646
25.47,25.8,24.6,28.67,宝马5系 2017款 520li 典雅型,汽油,济南,1,1,0,氙气,氙气,43.56,0,31.8,29.5,23511,2016-10-18,2018-12-25,8,山东,3,0,0,1,0,1,三厢,1.49,5.06,中大型车,1.86,0,白,济南,5,2.0,0,0,0,0,0,后驱,0,0,0,0,0,0,0,典雅,5,涡轮增压,0,0,0,0,0,0,0,0,2,手自一体变速箱(AT),华晨宝马,6,0,2.65,1,宝马,宝马5系,2017,0,0,0,0,0,6_2.0,华东,0,1,0,0,自动,8,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15675
34.0,34.8,33.2,38.45,宝马5系 2018款 530li 领先型 m运动套装,汽油,北京,1,1,1,LED,LED,47.89,0,40.5,38.8,28676,2017-12-01,2019-01-02,8,北京,2,0,0,0,0,0,三厢,1.5,5.09,中大型车,1.87,0,黑,北京,1,2.0,0,0,0,0,0,后驱,0,0,0,0,0,0,0,领先,5,涡轮增压,0,0,0,0,0,0,0,0,0,手自一体变速箱(AT),华晨宝马,9,0,1.42,1,宝马,宝马5系,2018,0,0,0,0,0,9_2.0,华北,0,0,0,0,自动,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15721
17.15,18.0,16.8,18.66,宝马5系 2012款 523li 豪华型,汽油,郑州,1,1,0,-1,氙气,49.46,1,18.33,15.7,12604,2012-08-15,2019-01-06,8,河南,7,0,0,2,0,2,三厢,1.47,5.04,中大型车,1.86,0,白,郑州,1,2.5,0,0,0,0,0,后驱,0,0,0,0,0,0,0,豪华,4,自然吸气,0,0,1,0,1,0,0,0,1,手自一体变速箱(AT),华晨宝马,7,0,13.45,7,宝马,宝马5系,2012,0,0,0,0,0,7_2.5,华中,0,3,0,0,自动,8,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15742
25.39,26.7,25.6,29.04,宝马5系 2017款 520li 典雅型,汽油,北京,1,1,0,氙气,氙气,43.56,1,30.0,28.5,23511,2017-01-25,2019-02-21,8,北京,3,0,0,1,0,1,三厢,1.49,5.06,中大型车,1.86,0,白,北京,2,2.0,0,0,2,1,1,后驱,0,0,0,0,0,0,0,典雅,5,涡轮增压,0,0,3,1,2,0,0,0,0,手自一体变速箱(AT),华晨宝马,6,2,2.0,2,宝马,宝马5系,2017,0,0,0,0,0,6_2.0,华北,0,4,0,0,自动,8,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15806
19.68,19.9,18.7,20.86,宝马5系 2013款 525li 领先型,汽油,北京,1,1,0,-1,氙气,45.96,3,21.0,19.8,9810,2013-04-09,2019-03-04,8,北京,6,0,0,0,0,0,三厢,1.49,5.04,中大型车,1.86,0,棕,北京,2,2.0,0,0,2,0,2,后驱,0,0,0,0,0,0,0,领先,4,涡轮增压,0,0,1,0,1,0,0,0,0,手自一体变速箱(AT),华晨宝马,7,0,11.14,6,宝马,宝马5系,2013,0,0,0,0,0,7_2.0,华北,0,3,0,0,自动,8,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15863
20.14,19.5,18.3,20.46,宝马5系 2013款 520li 典雅型,汽油,鞍山,1,1,0,-1,氙气,42.86,3,19.0,17.9,9809,2013-03-01,2019-03-06,8,天津,7,0,0,0,0,0,三厢,1.49,5.04,中大型车,1.86,0,白,天津,2,2.0,0,0,1,0,1,后驱,0,0,0,0,0,0,0,典雅,4,涡轮增压,0,0,0,0,0,0,0,0,1,手自一体变速箱(AT),华晨宝马,6,0,9.14,6,宝马,宝马5系,2013,0,0,0,0,0,6_2.0,华北,0,1,0,0,自动,8,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15870
26.4,29.8,28.4,-1.0,宝马5系 2014款 525li 领先型,汽油,,1,1,0,氙气,氙气,46.66,0,31.68,30.48,9799,2014-03-01,2017-03-10,8,云南,4,0,0,2,0,2,三厢,1.49,5.06,中大型车,1.86,0,白,昆明,2,2.0,0,0,3,0,3,后驱,0,0,0,0,0,0,0,领先,4,涡轮增压,0,0,2,0,2,0,0,0,2,手自一体变速箱(AT),华晨宝马,7,0,10.91,3,宝马,宝马5系,2014,0,0,0,0,0,7_2.0,西南,0,7,0,0,自动,8,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15928
20.9,26.6,25.2,-1.0,宝马5系 2013款 525li 领先型,汽油,,1,1,0,-1,氙气,45.96,0,26.0,25.0,9810,2013-06-01,2017-06-03,8,浙江,5,1,0,2,0,1,三厢,1.49,5.04,中大型车,1.86,0,白,杭州,3,2.0,1,0,2,0,1,后驱,0,0,0,0,0,0,0,领先,4,涡轮增压,2,0,7,2,3,0,0,0,1,手自一体变速箱(AT),华晨宝马,7,3,13.62,4,宝马,宝马5系,2013,0,0,0,0,0,7_2.0,华东,0,6,0,0,自动,8,0,0,2,0,1,1,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15979
23.73,28.6,26.9,-1.0,宝马5系 2014款 525li 领先型,汽油,广州,1,1,0,氙气,氙气,46.66,0,29.8,27.6,9799,2013-11-01,2017-08-18,8,广东,4,0,0,2,0,2,三厢,1.49,5.06,中大型车,1.86,0,金,广州,4,2.0,0,0,6,2,4,后驱,0,0,0,0,0,0,0,领先,4,涡轮增压,0,0,7,3,4,0,0,0,0,手自一体变速箱(AT),华晨宝马,7,5,11.4,3,宝马,宝马5系,2014,0,0,0,0,0,7_2.0,华南,0,7,0,0,自动,8,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16057
20.74,23.3,21.9,-1.0,宝马5系 2012款 523li 领先型,汽油,成都,1,1,0,-1,氙气,45.96,1,23.8,22.6,12603,2012-07-01,2017-08-27,8,四川,6,1,0,3,0,2,三厢,1.47,5.04,中大型车,1.86,0,白,成都,4,2.5,0,0,5,2,3,后驱,0,0,0,0,0,0,0,领先,4,自然吸气,0,0,5,1,4,2,0,2,1,手自一体变速箱(AT),华晨宝马,7,3,10.5,5,宝马,宝马5系,2012,0,0,0,0,0,7_2.5,西南,0,7,0,0,自动,8,0,0,0,0,0,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16086
17.68,23.0,21.6,-1.0,宝马5系 2011款 523li 豪华型,汽油,北京,1,1,0,-1,氙气,48.96,2,22.0,20.5,9830,2011-03-01,2017-09-24,8,北京,7,1,0,3,0,2,三厢,1.47,5.04,中大型车,1.86,0,灰,北京,4,2.5,0,0,3,3,0,后驱,0,0,0,0,0,0,0,豪华,4,自然吸气,0,0,3,2,1,0,0,0,0,手自一体变速箱(AT),华晨宝马,7,5,11.45,6,宝马,宝马5系,2011,0,0,1,0,1,7_2.5,华北,0,5,0,0,自动,8,0,0,1,0,0,1,1,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16225
10.39,-1.0,-1.0,-1.0,宝马5系 2009款 523li 豪华型,汽油,汕头,2,1,0,-1,氙气,50.36,0,12.0,12.0,13645,2009-08-01,2017-10-16,6,广东,9,0,0,0,0,0,三厢,1.48,4.98,中大型车,1.85,0,银,汕头,5,2.5,0,0,0,0,0,后驱,0,0,0,0,0,0,0,豪华,4,自然吸气,0,0,0,0,0,0,0,0,3,手自一体变速箱(AT),华晨宝马,5,0,8.35,8,宝马,宝马5系,2009,0,0,0,0,0,5_2.5,华南,0,0,0,0,自动,6,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16254
18.76,21.9,20.6,-1.0,宝马5系 2011款 523li 领先型,汽油,长沙,1,1,0,-1,氙气,44.96,1,21.88,20.8,9829,2011-08-01,2017-10-12,8,湖南,7,1,0,2,0,1,三厢,1.47,5.04,中大型车,1.86,0,黑,长沙,5,2.5,0,0,2,0,2,后驱,0,0,0,0,0,0,0,领先,4,自然吸气,0,0,2,0,2,0,0,0,1,手自一体变速箱(AT),华晨宝马,7,0,14.3,6,宝马,宝马5系,2011,0,0,0,0,0,7_2.5,华中,0,5,0,1,自动,8,0,0,0,0,0,0,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16338
10.15,11.1,10.3,-1.0,宝马5系 2009款 530li 领先型,汽油,北京,2,1,0,-1,氙气,61.36,0,12.5,12.1,13648,2009-11-01,2017-10-13,6,北京,8,0,0,2,0,2,三厢,1.48,4.98,中大型车,1.85,0,灰,北京,5,3.0,0,0,4,2,2,后驱,0,0,0,0,0,0,0,领先,4,自然吸气,0,0,6,2,4,0,0,0,0,手自一体变速箱(AT),华晨宝马,9,5,18.22,8,宝马,宝马5系,2009,0,0,3,1,2,9_3.0,华北,0,7,0,0,自动,6,0,0,1,0,0,1,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16343
28.21,31.9,30.4,-1.0,宝马5系 2014款 525li 豪华设计套装,汽油,广州,1,1,0,氙气,氙气,49.96,0,31.8,30.8,9800,2014-09-01,2017-10-21,8,广东,4,0,0,1,0,1,三厢,1.49,5.06,中大型车,1.86,0,金,广州,5,2.0,0,0,0,0,0,后驱,0,0,0,0,0,0,0,豪华,4,涡轮增压,0,0,0,0,0,0,0,0,0,手自一体变速箱(AT),华晨宝马,7,0,10.52,3,宝马,宝马5系,2014,0,0,0,0,0,7_2.0,华南,0,1,0,0,自动,8,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16468
28.31,32.1,30.7,-1.0,宝马5系 2014款 525li 豪华设计套装,汽油,桂林,1,1,0,氙气,氙气,49.96,0,34.0,32.8,9800,2015-09-01,2017-10-24,8,广西,3,0,0,2,0,2,三厢,1.49,5.06,中大型车,1.86,0,银,桂林,5,2.0,0,0,4,0,4,后驱,0,0,0,0,0,0,0,豪华,5,涡轮增压,0,0,4,0,4,0,0,0,3,手自一体变速箱(AT),华晨宝马,7,0,4.0,3,宝马,宝马5系,2014,0,0,3,0,3,7_2.0,华南,0,7,0,0,自动,8,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,16499
24.71,-1.0,-1.0,-1.0,宝马5系 2014款 520li 典雅型,汽油,铜仁,1,1,0,氙气,氙气,43.56,0,29.5,28.8,9798,2015-08-01,2017-12-08,8,贵州,3,0,0,2,0,2,三厢,1.49,5.06,中大型车,1.86,0,金,贵阳,5,2.0,0,0,4,0,4,后驱,0,0,0,0,0,0,0,典雅,5,涡轮增压,1,0,5,0,4,0,0,0,2,手自一体变速箱(AT),华晨宝马,6,0,6.1,3,宝马,宝马5系,2014,0,0,0,0,0,6_2.0,西南,0,7,0,0,自动,8,0,0,1,0,0,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,16820
30.12,30.0,28.6,-1.0,宝马5系 2014款 525li 豪华设计套装,汽油,济南,1,1,0,氙气,氙气,49.96,0,33.3,33.0,9800,2014-08-01,2017-11-28,8,山东,4,0,0,1,0,1,三厢,1.49,5.06,中大型车,1.86,0,白,济南,5,2.0,0,0,1,0,1,后驱,0,0,0,0,0,0,0,豪华,4,涡轮增压,0,0,0,0,0,0,0,0,2,手自一体变速箱(AT),华晨宝马,7,1,4.9,3,宝马,宝马5系,2014,0,0,0,0,0,7_2.0,华东,0,3,0,0,自动,8,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,16893
25.5,26.4,25.1,-1.0,宝马5系 2014款 520li 典雅型,汽油,广州,1,1,0,氙气,氙气,43.56,0,28.0,28.0,9798,2014-09-01,2017-11-26,8,广东,4,0,0,0,0,0,三厢,1.49,5.06,中大型车,1.86,0,灰,广州,5,2.0,0,0,0,0,0,后驱,0,0,0,0,0,0,0,典雅,4,涡轮增压,0,0,0,0,0,0,0,0,0,手自一体变速箱(AT),华晨宝马,6,0,10.9,3,宝马,宝马5系,2014,0,0,0,0,0,6_2.0,华南,0,0,0,0,自动,8,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16978
16.78,19.4,18.3,-1.0,宝马5系 2011款 520li 典雅型,汽油,重庆,1,1,0,-1,-1,41.86,1,21.98,20.0,9828,2011-07-01,2017-12-08,8,重庆,7,0,0,2,0,2,三厢,1.47,5.04,中大型车,1.86,0,白,重庆,5,2.5,0,0,4,0,4,后驱,0,1,0,0,0,1,0,典雅,4,自然吸气,0,0,4,0,4,0,0,0,1,手自一体变速箱(AT),华晨宝马,5,0,13.5,6,宝马,宝马5系,2011,0,0,0,0,0,5_2.5,西南,2,7,0,0,自动,8,0,0,1,0,0,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17125
9.93,11.3,10.5,-1.0,宝马5系 2010款 520li 豪华型,汽油,绵阳,2,1,0,-1,氙气,42.36,5,13.0,11.7,9820,2009-11-01,2018-01-09,6,四川,9,0,0,0,0,0,三厢,1.48,4.98,中大型车,1.85,0,黑,绵阳,1,2.0,0,0,4,0,4,后驱,0,0,0,0,0,0,0,豪华,4,自然吸气,0,0,5,2,3,0,0,0,3,手自一体变速箱(AT),华晨宝马,4,2,14.9,8,宝马,宝马5系,2010,0,0,0,0,0,4_2.0,西南,0,7,0,0,自动,6,0,0,1,0,0,1,0,99,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17282
23.92,27.7,26.4,-1.0,宝马5系 2014款 520li 典雅型,汽油,重庆,1,1,0,氙气,氙气,43.56,1,29.99,28.0,9798,2014-01-01,2017-12-28,8,重庆,4,0,0,0,0,0,三厢,1.49,5.06,中大型车,1.86,0,金,重庆,5,2.0,0,0,4,2,2,后驱,0,0,0,0,0,0,0,典雅,4,涡轮增压,0,0,2,1,1,0,0,0,1,手自一体变速箱(AT),华晨宝马,6,3,2.8,3,宝马,宝马5系,2014,0,0,1,0,1,6_2.0,西南,0,4,0,0,自动,8,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17482
23.62,26.2,24.8,-1.0,宝马5系 2013款 525li 领先型,汽油,昆明,1,1,0,-1,氙气,45.96,0,26.6,24.6,9810,2013-07-01,2018-01-02,8,云南,5,1,0,3,0,2,三厢,1.49,5.04,中大型车,1.86,0,白,昆明,1,2.0,0,0,4,0,4,后驱,0,0,0,0,0,0,0,领先,4,涡轮增压,0,0,4,0,4,2,0,2,2,手自一体变速箱(AT),华晨宝马,7,0,7.94,5,宝马,宝马5系,2013,0,0,0,0,0,7_2.0,西南,0,7,0,0,自动,8,0,0,1,0,0,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17545
18.14,20.2,18.9,-1.0,宝马5系 2011款 520li 典雅型,汽油,南昌,1,1,0,-1,-1,41.86,0,22.5,21.8,9828,2011-03-01,2018-01-03,8,江西,7,0,0,2,0,2,三厢,1.47,5.04,中大型车,1.86,0,黑,南昌,1,2.5,0,0,2,0,2,后驱,0,0,0,0,0,0,0,典雅,4,自然吸气,0,0,1,0,1,0,0,0,2,手自一体变速箱(AT),华晨宝马,5,0,4.0,7,宝马,宝马5系,2011,0,0,0,0,0,5_2.5,华中,0,5,0,0,自动,8,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17551
19.36,21.0,19.9,-1.0,宝马5系 2012款 520li 典雅型,汽油,重庆,1,1,0,-1,氙气,42.86,0,23.86,22.8,12602,2012-04-01,2018-01-14,8,重庆,6,0,0,2,0,2,三厢,1.47,5.04,中大型车,1.86,0,白,重庆,1,2.5,0,0,0,0,0,后驱,0,0,0,0,0,0,0,典雅,4,自然吸气,0,0,2,0,2,0,0,0,1,手自一体变速箱(AT),华晨宝马,5,0,6.9,6,宝马,宝马5系,2012,0,0,0,0,0,5_2.5,西南,0,5,0,0,自动,8,0,0,1,0,0,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17686
22.36,27.4,26.0,-1.0,宝马5系 2013款 525li 领先型,汽油,福州,1,1,0,-1,氙气,45.96,0,28.5,27.5,9810,2013-02-01,2018-01-20,8,福建,5,0,0,2,0,2,三厢,1.49,5.04,中大型车,1.86,0,白,福州,1,2.0,0,0,5,1,4,后驱,0,0,0,0,0,0,0,领先,4,涡轮增压,0,0,6,2,4,0,0,0,2,手自一体变速箱(AT),华晨宝马,7,3,5.22,5,宝马,宝马5系,2013,0,0,2,0,2,7_2.0,华南,0,7,0,0,自动,8,0,0,1,0,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17771
21.02,24.9,23.5,-1.0,宝马5系 2013款 530li 领先型,汽油,天津,1,1,0,-1,氙气,55.96,0,26.5,25.8,9813,2012-11-01,2018-03-21,8,天津,6,1,0,2,0,1,三厢,1.49,5.04,中大型车,1.86,0,灰,天津,2,3.0,0,0,1,0,1,后驱,0,0,0,0,0,0,0,领先,4,自然吸气,0,0,4,0,4,0,0,0,1,手自一体变速箱(AT),华晨宝马,9,0,13.54,5,宝马,宝马5系,2013,0,0,0,0,0,9_3.0,华北,0,7,0,0,自动,8,0,0,1,0,0,1,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17783
25.22,29.1,27.5,-1.0,宝马5系 2014款 520li 典雅型,汽油,昆明,1,1,0,氙气,氙气,43.56,0,29.2,28.38,9798,2014-10-01,2018-02-07,8,云南,4,0,0,2,0,2,三厢,1.49,5.06,中大型车,1.86,0,白,昆明,1,2.0,0,0,5,1,4,后驱,0,0,0,0,0,0,0,典雅,4,涡轮增压,0,0,5,1,4,0,0,0,2,手自一体变速箱(AT),华晨宝马,6,2,4.88,4,宝马,宝马5系,2014,0,0,0,0,0,6_2.0,西南,0,7,0,0,自动,8,0,0,1,0,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17854
8.71,11.4,10.5,-1.0,宝马5系 2008款 525li 典雅型,汽油,徐州,2,1,0,-1,氙气,56.36,2,12.0,11.5,9851,2009-06-01,2018-05-11,6,江苏,9,0,0,2,0,2,三厢,1.48,4.98,中大型车,1.85,0,白,徐州,3,2.5,0,0,4,0,4,后驱,0,0,0,0,0,0,0,典雅,4,自然吸气,0,0,5,1,4,0,0,0,2,手自一体变速箱(AT),华晨宝马,7,3,19.79,10,宝马,宝马5系,2008,0,0,4,0,4,7_2.5,华东,0,7,0,0,自动,6,0,0,1,0,0,1,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,17926
24.27,29.7,28.1,-1.0,宝马5系 2014款 525li 风尚设计套装,汽油,北京,1,1,0,氙气,氙气,49.96,0,28.0,27.6,9801,2013-11-01,2018-03-02,8,北京,5,1,0,2,0,1,三厢,1.49,5.05,中大型车,1.86,0,黑,北京,2,2.0,0,0,4,1,3,后驱,0,0,0,0,0,0,0,风尚,4,涡轮增压,0,0,4,1,3,1,0,1,0,手自一体变速箱(AT),华晨宝马,7,2,9.37,4,宝马,宝马5系,2014,0,0,0,0,0,7_2.0,华北,0,7,0,3,自动,8,0,0,0,0,0,0,4,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,17944
